segment_id,road,road_canonical,highway,km,mid_lon,mid_lat,czones,crashes_total,crashes_fatal,wl_points,wl_events,cv_images,cv_detections,cv_damage_per_frame,n_sources
acharya-shri-tulsi-marg_760444564_3,Acharya Shri Tulsi Marg,Acharya Shri Tulsi Marg,trunk,1.011,77.122791,28.478774,,,,,,0,,,0
acharya-shri-tulsi-marg_760444564_4,Acharya Shri Tulsi Marg,Acharya Shri Tulsi Marg,trunk,0.343,77.11619,28.480985,,,,,,2,0,0.0,1
unnamed_760459705_0,unnamed,unnamed,primary,0.002,77.302371,28.496383,,,,,,0,,,0
mathura-road_760459706_0,Mathura Road,Mathura Road,primary,0.041,77.302468,28.496165,,,,,,0,,,0
mahatma-gandhi-marg_760525680_0,Mahatma Gandhi Marg,Ring Road,primary,0.135,77.257385,28.571657,,,,,,1,0,0.0,1
mathura-road_760525681_0,Mathura Road,Mathura Road,trunk,0.095,77.258275,28.57231,,,,,,1,0,0.0,1
mathura-road_760525682_0,Mathura Road,Mathura Road,primary,0.127,77.302497,28.496008,,,,,,0,,,0
outer-ring-road_761403374_0,Outer Ring Road,Outer Ring Road,primary,0.153,77.252538,28.546852,,,,,,0,,,0
outer-ring-road_761403376_0,Outer Ring Road,Outer Ring Road,primary,0.034,77.257098,28.548716,,,,,,5,0,0.0,1
unnamed_763514489_0,unnamed,unnamed,primary,1.002,77.056752,28.754808,,,,,,0,,,0
unnamed_763514489_1,unnamed,unnamed,primary,1.151,77.052021,28.746122,,,,,,0,,,0
unnamed_763514489_2,unnamed,unnamed,primary,1.02,77.046855,28.736694,,,,,,0,,,0
unnamed_763514489_3,unnamed,unnamed,primary,0.307,77.044447,28.73226,,,,,,0,,,0
mahatma-gandhi-marg_768080142_0,Mahatma Gandhi Marg,Ring Road,primary,0.362,77.257136,28.592917,,,,,,0,,,0
bikaji-cama-place-flyover_768994502_0,Bikaji Cama Place Flyover,Bikaji Cama Place Flyover,primary,0.089,77.186978,28.569899,,,,,,8,0,0.0,1
delhi-dehradun-expressway_776652305_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.184,77.268682,28.647942,,,,,,0,,,0
unnamed_776892932_0,unnamed,unnamed,primary,0.445,77.096355,28.688602,,,,,,0,,,0
shaheed-captain-vikram-batra-flyover_776892933_0,Shaheed Captain Vikram Batra Flyover,Shaheed Captain Vikram Batra Flyover,trunk,0.238,77.157503,28.735741,,,,,,0,,,0
wazirabad-flyover_776892934_0,Wazirabad Flyover,Wazirabad Flyover,trunk,0.259,77.22754,28.70425,,,,,,0,,,0
urban-extension-road-ii_777203118_0,Urban Extension Road-II,Urban Extension Road-II,trunk,1.039,76.999202,28.63238,,,,,,0,,,0
urban-extension-road-ii_777203118_1,Urban Extension Road-II,Urban Extension Road-II,trunk,0.286,76.995025,28.638085,,,,,,0,,,0
urban-extension-road-ii_777211329_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.9,76.998029,28.619773,,,,,,0,,,0
urban-extension-road-ii_777211331_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.81,77.014242,28.678544,,,,,,0,,,0
urban-extension-road-ii_777216013_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.327,76.997389,28.64644,,,,,,0,,,0
urban-extension-road-ii_777216014_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.411,76.997972,28.647599,,,,,,0,,,0
unnamed_788462808_0,unnamed,unnamed,primary,0.089,76.89706,28.507775,,,,,,0,,,0
unnamed_788474479_0,unnamed,unnamed,primary,0.625,76.895441,28.51083,,,,,,0,,,0
unnamed_788474480_0,unnamed,unnamed,primary,0.09,76.897169,28.507836,,,,,,0,,,0
delhi-meerut-expressway_812684509_0,Delhi - Meerut Expressway,Delhi - Meerut Expressway,trunk,0.088,77.256183,28.596113,,,,,,0,,,0
nh24-bypass_812994644_0,NH24 Bypass,NH24 Bypass,trunk,0.525,77.279329,28.609783,,,,,,0,,,0
nh24-bypass_812994645_0,NH24 Bypass,NH24 Bypass,trunk,0.322,77.280105,28.609749,,,,,,0,,,0
gt-road_813416481_0,GT Road,GT Road,primary,0.05,77.280506,28.672833,,,,,,0,,,0
unnamed_817213150_0,unnamed,unnamed,primary,0.055,77.162417,28.516125,,,,,,0,,,0
gt-road_839654784_0,GT Road,GT Road,primary,0.327,77.293814,28.676045,,,,,,0,,,0
delhi-gurugram-expressway_842717609_0,Delhi-Gurugram Expressway,Delhi-Gurugram Expressway,motorway,0.147,77.093367,28.514013,,,,,,0,,,0
grand-trunk-road_843178841_0,Grand Trunk Road,Grand Trunk Road,trunk,0.061,77.124556,28.857499,,,,,,0,,,0
grand-trunk-road_843178842_0,Grand Trunk Road,Grand Trunk Road,trunk,0.058,77.12478,28.857311,,,,,,0,,,0
mathura-road_843178843_0,Mathura Road,Mathura Road,trunk,1.035,77.304556,28.485457,,,,,,0,,,0
mathura-road_843178843_1,Mathura Road,Mathura Road,trunk,0.08,77.304083,28.489826,,,,,,0,,,0
delhi-meerut-expressway_843210525_0,Delhi - Meerut Expressway,Delhi - Meerut Expressway,trunk,0.223,77.267264,28.60251,,,,,,0,,,0
gt-road_848907334_0,GT Road,GT Road,trunk,0.049,77.324703,28.676326,,,,,,0,,,0
nh9_848907335_0,NH9,NH9,trunk,0.008,76.960414,28.688441,,,,,,0,,,0
loni-road_849446950_0,Loni Road,Loni Road,trunk,0.486,77.291231,28.709682,,,,,,0,,,0
barapullah-road-flyover_871032378_0,Barapullah Road Flyover,Barapullah Road Flyover,trunk,0.046,77.22164,28.578404,,,,,,0,,,0
barapullah-road-flyover_871032380_0,Barapullah Road Flyover,Barapullah Road Flyover,trunk,0.086,77.221947,28.578682,,,,,,0,,,0
barapullah-road-flyover_871032381_0,Barapullah Road Flyover,Barapullah Road Flyover,trunk,0.047,77.221506,28.578017,,,,,,0,,,0
doctor-kailash-nath-katju-marg_879145484_0,Doctor Kailash Nath Katju Marg,Doctor Kailash Nath Katju Marg,primary,0.775,77.116158,28.733774,,,,,,0,,,0
doctor-kailash-nath-katju-marg_879145485_0,Doctor Kailash Nath Katju Marg,Doctor Kailash Nath Katju Marg,primary,0.012,77.122791,28.729131,,,,1,1,0,,,1
doctor-kailash-nath-katju-marg_879145487_0,Doctor Kailash Nath Katju Marg,Doctor Kailash Nath Katju Marg,primary,0.474,77.116372,28.733459,,,,,,0,,,0
doctor-kailash-nath-katju-marg_879145488_0,Doctor Kailash Nath Katju Marg,Doctor Kailash Nath Katju Marg,primary,0.011,77.118484,28.731994,,,,,,0,,,0
doctor-kailash-nath-katju-marg_879145491_0,Doctor Kailash Nath Katju Marg,Doctor Kailash Nath Katju Marg,primary,0.317,77.121587,28.729968,,,,,,0,,,0
dnd-flyway_980796467_0,DND Flyway,DND Flyway,motorway,1.046,77.278222,28.577666,,,,,,0,,,0
dnd-flyway_980796467_1,DND Flyway,DND Flyway,motorway,0.502,77.283733,28.575865,,,,,,0,,,0
dnd-flyway_980796468_0,DND Flyway,DND Flyway,motorway,1.028,77.281695,28.575827,,,,,,0,,,0
dnd-flyway_980796468_1,DND Flyway,DND Flyway,motorway,0.897,77.271692,28.58124,,,,,,0,,,0
badarpur-railway-underpass_980985892_0,Badarpur Railway Underpass,Badarpur Railway Underpass,primary,0.088,77.297292,28.498822,,,,,,0,,,0
badarpur-railway-underpass_980985893_0,Badarpur Railway Underpass,Badarpur Railway Underpass,primary,0.082,77.298525,28.4992,,,,,,0,,,0
badarpur-railway-underpass_980985894_0,Badarpur Railway Underpass,Badarpur Railway Underpass,primary,0.05,77.298522,28.499115,,,,,,0,,,0
badarpur-railway-underpass_980985895_0,Badarpur Railway Underpass,Badarpur Railway Underpass,primary,0.078,77.297755,28.498933,,,,,,0,,,0
badarpur-railway-underpass_980985896_0,Badarpur Railway Underpass,Badarpur Railway Underpass,primary,0.111,77.297124,28.49888,,,,,,0,,,0
badarpur-railway-underpass_980985897_0,Badarpur Railway Underpass,Badarpur Railway Underpass,primary,0.048,77.298936,28.499303,,,,,,1,0,0.0,1
grand-trunk-road_981546998_0,Grand Trunk Road,Grand Trunk Road,trunk,0.361,77.125176,28.854011,,,,,,0,,,0
grand-trunk-road_981546999_0,Grand Trunk Road,Grand Trunk Road,trunk,0.048,77.125503,28.85218,,,,,,0,,,0
grand-trunk-road_981547000_0,Grand Trunk Road,Grand Trunk Road,trunk,0.047,77.125587,28.851754,,,,,,0,,,0
nh344m_981547999_0,NH344M,NH344M,trunk,0.2,77.098271,28.802184,,,,,,0,,,0
nh344m_981548001_0,NH344M,NH344M,trunk,0.201,77.096345,28.801553,,,,,,0,,,0
nityanand-marg_982296043_0,Nityanand Marg,Nityanand Marg,primary,0.04,77.227267,28.668734,,,,1,2,8,0,0.0,2
nityanand-marg_982296045_0,Nityanand Marg,Nityanand Marg,primary,0.036,77.22791,28.668985,,,,,,8,0,0.0,1
nityanand-marg_982296046_0,Nityanand Marg,Nityanand Marg,primary,0.021,77.228177,28.669235,,,,,,8,0,0.0,1
nh24-bypass_982712812_0,NH24 Bypass,NH24 Bypass,trunk,0.112,77.283963,28.614961,,,,,,0,,,0
akshardham-flyover_982712813_0,Akshardham Flyover,Akshardham Flyover,trunk,0.053,77.281609,28.615614,,,,,,0,,,0
delhi-dehradun-expressway_982712814_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.202,77.27903,28.619715,,,,,,0,,,0
delhi-dehradun-expressway_982712815_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.203,77.278919,28.619656,,,,,,0,,,0
nh24-bypass_982712834_0,NH24 Bypass,NH24 Bypass,trunk,0.243,77.28355,28.613594,,,,,,0,,,0
vikas-marg_983528874_0,Vikas Marg,Vikas Marg,primary,0.326,77.297562,28.643148,,,,,,0,,,0
vikas-marg_983528875_0,Vikas Marg,Vikas Marg,primary,0.189,77.296022,28.641946,,,,,,0,,,0
vikas-marg_983528876_0,Vikas Marg,Vikas Marg,primary,0.312,77.29707,28.642996,,,,,,0,,,0
vikas-marg_983528877_0,Vikas Marg,Vikas Marg,primary,0.187,77.29597,28.642125,,,,,,0,,,0
vikas-marg_984685372_0,Vikas Marg,Vikas Marg,primary,0.086,77.249832,28.628075,,,,,,2,0,0.0,1
mahatma-gandhi-marg_985063952_0,Mahatma Gandhi Marg,Ring Road,primary,0.695,77.267443,28.578326,,,,,,0,,,0
mahatma-gandhi-marg_985796729_0,Mahatma Gandhi Marg,Ring Road,primary,0.429,77.260583,28.585226,,,,,,0,,,0
mahatma-gandhi-marg_985796730_0,Mahatma Gandhi Marg,Ring Road,primary,0.095,77.258885,28.589028,,,,,,0,,,0
rohtak-road_1013996162_0,Rohtak Road,Rohtak Road,primary,0.057,77.09491,28.679377,,,,,,0,,,0
outer-ring-road_1013996163_0,Outer Ring Road,Outer Ring Road,trunk,0.027,77.094463,28.679676,,,,,,0,,,0
rohtak-road_1013996164_0,Rohtak Road,Rohtak Road,primary,0.059,77.095389,28.679541,,,,,,0,,,0
wazirabad-flyover_1013996166_0,Wazirabad Flyover,Wazirabad Flyover,trunk,0.167,77.227789,28.70639,,,,,,0,,,0
wazirabad-flyover_1013996167_0,Wazirabad Flyover,Wazirabad Flyover,trunk,0.209,77.226651,28.711624,,,,1,1,0,,,1
wazirabad-road_1014000623_0,Wazirabad Road,Wazirabad Road,trunk,0.817,77.320092,28.698349,,,,,,0,,,0
wazirabad-road_1014000624_0,Wazirabad Road,Wazirabad Road,trunk,0.861,77.320816,28.69837,,,,,,0,,,0
abdul-gaffar-khan-marg_1022338691_0,Abdul Gaffar Khan Marg,Abdul Gaffar Khan Marg,primary,1.001,77.130088,28.54109,,,,,,0,,,0
abdul-gaffar-khan-marg_1022338691_1,Abdul Gaffar Khan Marg,Abdul Gaffar Khan Marg,primary,0.346,77.127206,28.545523,,,,,,7,0,0.0,1
abdul-gaffar-khan-marg_1022338692_0,Abdul Gaffar Khan Marg,Abdul Gaffar Khan Marg,primary,1.003,77.137022,28.537975,,,,,,0,,,0
abdul-gaffar-khan-marg_1022338692_1,Abdul Gaffar Khan Marg,Abdul Gaffar Khan Marg,primary,0.611,77.143139,28.533384,,,,1,1,0,,,1
ring-road_1035763360_0,Ring Road,Ring Road,primary,0.143,77.137106,28.668577,,,,,,0,,,0
outer-ring-road_1035988349_0,Outer Ring Road,Outer Ring Road,primary,0.318,77.098107,28.691865,,,,,,0,,,0
new-rohtak-road_1035988350_0,New Rohtak Road,New Rohtak Road,primary,0.634,77.176891,28.663985,,,,,,0,,,0
mathura-road_1039029101_0,Mathura Road,Mathura Road,trunk,0.494,77.268126,28.559372,,,,,,0,,,0
modi-mill-flyover_1039029102_0,Modi Mill Flyover,Modi Mill Flyover,primary,0.145,77.270098,28.557254,,,,,,0,,,0
unnamed_1039246097_0,unnamed,unnamed,trunk,0.019,77.083189,28.680857,,,,,,0,,,0
rohtak-road_1040095493_0,Rohtak Road,Rohtak Road,primary,0.938,77.096852,28.679139,,,,,,0,,,0
unnamed_1040698195_0,unnamed,unnamed,primary,0.059,77.18216,28.732424,,,,,,0,,,0
rohtak-road_1043340345_0,Rohtak Road,Rohtak Road,primary,0.893,77.111633,28.67731,,,,,,0,,,0
gt-road_1049476142_0,GT Road,GT Road,primary,0.089,77.287215,28.674291,,,,,,0,,,0
swami-dayanand-marg_1049616327_0,Swami Dayanand Marg,Swami Dayanand Marg,primary,0.72,77.293608,28.650265,,,,,,0,,,0
swami-dayanand-marg_1049616328_0,Swami Dayanand Marg,Swami Dayanand Marg,primary,0.731,77.293506,28.65022,,,,,,0,,,0
karkari-mor-flyover_1050449339_0,Karkari Mor Flyover,Karkari Mor Flyover,primary,0.029,77.295885,28.647307,,,,,,0,,,0
gt-road_1055024656_0,GT Road,GT Road,primary,0.479,77.290538,28.675432,,,,,,0,,,0
gt-road_1055024657_0,GT Road,GT Road,primary,0.02,77.292423,28.675895,,,,,,0,,,0
unnamed_1056820212_0,unnamed,unnamed,trunk,0.276,77.146937,28.585742,,,,,,5,0,0.0,1
palam-marg_1056847236_0,Palam Marg,Palam Marg,primary,0.14,77.175819,28.55581,,,,,,3,0,0.0,1
palam-marg_1056847237_0,Palam Marg,Palam Marg,primary,0.11,77.176791,28.555157,,,,,,8,0,0.0,1
delhi-gurugram-expressway_1057236580_0,Delhi-Gurugram Expressway,Delhi-Gurugram Expressway,motorway,0.296,77.134032,28.567173,,,,,,8,0,0.0,1
doctor-kailash-nath-katju-marg_1058047510_0,Doctor Kailash Nath Katju Marg,Doctor Kailash Nath Katju Marg,primary,0.947,77.12263,28.729119,,,,,,0,,,0
nangloi-road_1060429945_0,Nangloi road,Nangloi road,primary,0.547,77.064477,28.678205,,,,,,0,,,0
najafgarh-nangloi-road_1060429946_0,Najafgarh Nangloi Road,Najafgarh Nangloi Road,primary,0.249,77.067308,28.68128,,,,,,0,,,0
unnamed_1060429947_0,unnamed,unnamed,primary,0.242,77.06739,28.681522,,,,,,0,,,0
mahatma-gandhi-marg_1060455282_0,Mahatma Gandhi Marg,Ring Road,primary,0.092,77.129505,28.661872,,,,,,0,,,0
arihant-marg_1064233715_0,Arihant Marg,Arihant Marg,primary,0.028,77.182635,28.725311,,,,,,0,,,0
arihant-marg_1064233716_0,Arihant Marg,Arihant Marg,primary,0.033,77.182767,28.72529,,,,,,0,,,0
shastri-park-flyover_1066010058_0,Shastri Park Flyover,Shastri Park Flyover,trunk,0.242,77.253342,28.673089,,,,,,0,,,0
shastri-park-flyover_1066010059_0,Shastri Park Flyover,Shastri Park Flyover,trunk,0.273,77.253212,28.673026,,,,,,0,,,0
shastri-park-flyover_1066010060_0,Shastri Park Flyover,Shastri Park Flyover,trunk,0.398,77.257121,28.672379,,,,,,0,,,0
shastri-park-flyover_1066010061_0,Shastri Park Flyover,Shastri Park Flyover,trunk,0.396,77.258418,28.672258,,,,,,0,,,0
grand-trunk-road_1067482153_0,Grand Trunk Road,Grand Trunk Road,trunk,1.961,77.154313,28.738284,,,,,,0,,,0
grand-trunk-road_1067482154_0,Grand Trunk Road,Grand Trunk Road,trunk,0.03,77.149544,28.753023,,,,1,1,0,,,1
grand-trunk-road_1067482155_0,Grand Trunk Road,Grand Trunk Road,trunk,1.341,77.15052,28.750579,,,,,,0,,,0
grand-trunk-road_1067482155_1,Grand Trunk Road,Grand Trunk Road,trunk,0.296,77.154297,28.738956,,,,,,0,,,0
grand-trunk-road_1067482156_0,Grand Trunk Road,Grand Trunk Road,trunk,0.032,77.149793,28.752798,,,,,,0,,,0
unnamed_1070110893_0,unnamed,unnamed,primary,0.598,77.130982,28.827423,,,,,,0,,,0
unnamed_1070110894_0,unnamed,unnamed,primary,0.641,77.13506,28.813371,,,,,,0,,,0
unnamed_1070110895_0,unnamed,unnamed,primary,0.034,77.133563,28.818829,,,,,,0,,,0
urban-extension-road-ii_1070484075_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.65,77.107944,28.804497,,,,,,0,,,0
urban-extension-road-ii_1070484076_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.034,77.11347,28.805663,,,,,,0,,,0
urban-extension-road-ii_1070484077_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.035,77.113731,28.80586,,,,,,0,,,0
urban-extension-road-ii_1070484078_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.644,77.107901,28.804611,,,,,,0,,,0
ring-road_1070839796_0,Ring Road,Ring Road,trunk,0.023,77.245204,28.659326,,,,,,5,1,0.2,1
ring-road_1070839797_0,Ring Road,Ring Road,trunk,0.127,77.244277,28.659079,,,,,,5,0,0.0,1
outer-ring-road_1071866715_0,Outer Ring Road,Outer Ring Road,primary,0.432,77.137653,28.711348,,,,,,0,,,0
grand-trunk-road_1072647990_0,Grand Trunk Road,Grand Trunk Road,trunk,0.047,77.125876,28.851344,,,,,,0,,,0
grand-trunk-road_1072647991_0,Grand Trunk Road,Grand Trunk Road,trunk,0.379,77.125265,28.854642,,,,,,0,,,0
abdul-gaffar-khan-marg_1074119686_0,Abdul Gaffar Khan Marg,Abdul Gaffar Khan Marg,primary,0.41,77.163455,28.515081,,,,,,0,,,0
aurobindo-marg_1074717975_0,Aurobindo Marg,Aurobindo Marg,trunk,0.012,77.189161,28.527724,,,,,,0,,,0
unnamed_1075085876_0,unnamed,unnamed,primary,0.062,77.280087,28.672781,,,,,,0,,,0
unnamed_1075088436_0,unnamed,unnamed,primary,0.198,76.979035,28.612441,2,30,10,3,3,0,,,2
abdul-gaffar-khan-marg_1075678985_0,Abdul Gaffar Khan Marg,Abdul Gaffar Khan Marg,primary,0.488,77.153532,28.526132,,,,,,0,,,0
abdul-gaffar-khan-marg_1075678988_0,Abdul Gaffar Khan Marg,Abdul Gaffar Khan Marg,primary,0.008,77.155377,28.524678,,,,,,0,,,0
bawana-road_1075773904_0,Bawana road,Bawana road,primary,1.014,77.098132,28.745835,,,,,,0,,,0
bawana-road_1075773904_1,Bawana road,Bawana road,primary,0.589,77.09153,28.747087,,,,,,0,,,0
najafgarh-dhansa-road_1076797460_0,Najafgarh Dhansa Road,Najafgarh Dhansa Road,primary,0.224,76.979285,28.612585,,,,,,0,,,0
najafgarh-daurala-road_1077879108_0,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,1.043,76.917019,28.533089,,,,,,0,,,0
najafgarh-daurala-road_1077879108_1,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,0.023,76.90961,28.535433,,,,,,0,,,0
najafgarh-daurala-road_1077953381_0,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,0.068,76.905334,28.528708,,,,,,0,,,0
najafgarh-daurala-road_1077953382_0,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,0.053,76.905192,28.528536,,,,,,0,,,0
najafgarh-daurala-road_1077953383_0,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,0.048,76.905839,28.529456,,,,,,0,,,0
najafgarh-daurala-road_1077953384_0,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,0.052,76.906213,28.530105,,,,,,0,,,0
najafgarh-daurala-road_1077953385_0,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,0.028,76.905696,28.529233,,,,,,0,,,0
najafgarh-daurala-road_1077953386_0,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,0.042,76.906158,28.53023,,,,,,0,,,0
najafgarh-daurala-road_1077953387_0,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,0.049,76.905049,28.52856,,,,,,0,,,0
mathura-road_1078707437_0,Mathura Road,Mathura Road,trunk,0.585,77.288621,28.528853,,,,,,2,0,0.0,1
mathura-road_1078707438_0,Mathura Road,Mathura Road,trunk,0.015,77.289705,28.527627,,,,,,2,0,0.0,1
unnamed_1078952742_0,unnamed,unnamed,primary,1.079,77.017062,28.808276,,,,,,0,,,0
unnamed_1078952742_1,unnamed,unnamed,primary,0.228,77.023474,28.806476,,,,,,0,,,0
bawana-road_1078952743_0,Bawana Road,Bawana Road,primary,0.441,77.026818,28.805062,,,,,,0,,,0
auchandi-border-road_1078952744_0,Auchandi Border Road,Auchandi Border Road,primary,0.435,77.026163,28.805403,,,,,,0,,,0
unnamed_1078952745_0,unnamed,unnamed,primary,1.02,77.019263,28.807654,,,,,,0,,,0
unnamed_1078952745_1,unnamed,unnamed,primary,0.289,77.013655,28.809725,,,,,,0,,,0
unnamed_1078971490_0,unnamed,unnamed,primary,0.375,76.99014,28.828321,,,,,,0,,,0
unnamed_1078971491_0,unnamed,unnamed,primary,0.013,76.990769,28.82657,,,,,,0,,,0
unnamed_1078971492_0,unnamed,unnamed,primary,0.945,77.008129,28.81344,,,,,,0,,,0
unnamed_1078971493_0,unnamed,unnamed,primary,0.01,77.006209,28.816977,,,,,,0,,,0
bawana-road_1079354771_0,Bawana road,Bawana road,primary,0.781,77.046845,28.77597,,,,,,0,,,0
bawana-road_1080012665_0,Bawana road,Bawana road,primary,0.161,77.087247,28.748538,,,,,,0,,,0
bawana-road_1080012666_0,Bawana road,Bawana road,primary,0.159,77.087382,28.748445,,,,,,0,,,0
najafgarh-daurala-road_1080064955_0,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,0.137,76.91951,28.532597,,,,,,0,,,0
najafgarh-daurala-road_1080064956_0,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,0.615,76.918464,28.532423,,,,,,0,,,0
najafgarh-daurala-road_1080064957_0,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,1.048,76.972934,28.606755,,,,,,0,,,0
najafgarh-daurala-road_1080064957_1,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,1.07,76.966804,28.598627,1,12,2,,,0,,,1
najafgarh-daurala-road_1080064957_2,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,1.026,76.959447,28.588352,,,,,,0,,,0
najafgarh-daurala-road_1080064957_3,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,1.046,76.957876,28.581625,,,,,,0,,,0
najafgarh-daurala-road_1080064957_4,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,1.06,76.953383,28.575017,,,,,,0,,,0
najafgarh-daurala-road_1080064957_5,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,1.007,76.945375,28.565624,,,,,,0,,,0
najafgarh-daurala-road_1080064957_6,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,1.001,76.938337,28.557982,,,,,,0,,,0
najafgarh-daurala-road_1080064957_7,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,1.048,76.932144,28.550731,,,,,,0,,,0
najafgarh-daurala-road_1080064957_8,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,1.02,76.926538,28.543218,,,,,,0,,,0
najafgarh-daurala-road_1080064957_9,Najafgarh Daurala Road,Najafgarh Daurala Road,primary,0.948,76.922263,28.536783,,,,,,0,,,0
bawana-road_1080170223_0,Bawana Road,Bawana Road,primary,0.107,77.036908,28.793848,,,,,,0,,,0
auchandi-road_1080170224_0,Auchandi Road,Auchandi Road,primary,0.013,77.036791,28.793989,,,,,,0,,,0
bawana-road_1080501681_0,Bawana road,Bawana road,primary,1.036,77.068708,28.75647,,,,,,0,,,0
bawana-road_1080501681_1,Bawana road,Bawana road,primary,0.61,77.060704,28.760259,,,,,,0,,,0
bawana-road_1080501682_0,Bawana road,Bawana road,primary,0.429,77.075312,28.752756,,,,,,0,,,0
bawana-road_1080501683_0,Bawana road,Bawana road,primary,1.076,77.064898,28.758227,,,,,,0,,,0
bawana-road_1080501683_1,Bawana road,Bawana road,primary,1.0,77.073796,28.753329,,,,,,0,,,0
bawana-road_1080501684_0,Bawana road,Bawana road,primary,1.002,77.054951,28.764551,,,,,,0,,,0
bawana-road_1080501684_1,Bawana road,Bawana road,primary,0.186,77.05882,28.76108,,,,,,0,,,0
bawana-road_1080501685_0,Bawana road,Bawana road,primary,0.764,77.049689,28.770607,,,,,,0,,,0
bawana-road_1081068105_0,Bawana Road,Bawana Road,primary,0.907,77.032971,28.801986,,,,,,0,,,0
delhi-road_1081069798_0,Delhi Road,Delhi Road,primary,0.439,77.035678,28.796407,,,,,,0,,,0
auchandi-road_1081069799_0,Auchandi Road,Auchandi Road,primary,0.013,77.036917,28.793933,,,,,,0,,,0
delhi-road_1081069800_0,Delhi Road,Delhi Road,primary,0.108,77.037458,28.79329,,,,,,0,,,0
delhi-road_1081069801_0,Delhi Road,Delhi Road,primary,0.275,77.035186,28.799148,,,,1,1,0,,,1
unnamed_1081080403_0,unnamed,unnamed,primary,0.371,76.990077,28.828289,,,,,,0,,,0
unnamed_1081080404_0,unnamed,unnamed,primary,0.013,76.990684,28.826687,,,,,,0,,,0
unnamed_1081080405_0,unnamed,unnamed,primary,0.493,76.991063,28.8242,,,,,,0,,,0
unnamed_1081080406_0,unnamed,unnamed,primary,0.488,76.991224,28.824022,,,,,,0,,,0
sh18_1081080407_0,SH18,SH18,primary,0.202,76.987428,28.829314,,,,,,0,,,0
sh18_1081080408_0,SH18,SH18,primary,0.195,76.987441,28.829391,,,,,,0,,,0
auchandi-border-road_1081097269_0,Auchandi Border Road,Auchandi Border Road,primary,0.928,77.001702,28.819139,,,,,,0,,,0
unnamed_1081097270_0,unnamed,unnamed,primary,0.011,77.006085,28.816955,,,,,,0,,,0
unnamed_1081097271_0,unnamed,unnamed,primary,0.041,77.006364,28.816877,,,,,,0,,,0
unnamed_1081097272_0,unnamed,unnamed,primary,0.041,77.006563,28.816869,,,,,,0,,,0
bawana-road_1081097273_0,Bawana Road,Bawana Road,primary,0.928,77.001881,28.81915,,,,,,0,,,0
sh18_1081665576_0,SH18,SH18,primary,0.013,76.988503,28.829056,,,,,,0,,,0
aurobindo-marg_1088110482_0,Aurobindo Marg,Aurobindo Marg,trunk,0.107,77.206667,28.557539,,,,,,0,,,0
outer-ring-road-underpass_1089361797_0,Outer Ring Road Underpass,Outer Ring Road,trunk,0.313,77.129817,28.702754,,,,,,0,,,0
outer-ring-road_1089361798_0,Outer Ring Road,Outer Ring Road,primary,0.465,77.119965,28.698431,,,,,,0,,,0
outer-ring-road_1089361801_0,Outer Ring Road,Outer Ring Road,primary,0.011,77.11878,28.698041,1,8,3,,,0,,,1
outer-ring-road_1089361802_0,Outer Ring Road,Outer Ring Road,primary,0.487,77.11947,28.698001,,,,,,0,,,0
outer-ring-road_1089361803_0,Outer Ring Road,Outer Ring Road,primary,0.012,77.118726,28.697783,,,,,,0,,,0
mathura-road_1090402162_0,Mathura Road,Mathura Road,primary,0.135,77.24813,28.586468,,,,,,8,0,0.0,1
rohtak-road_1092780822_0,Rohtak Road,Rohtak Road,primary,0.309,77.155615,28.671458,,,,,,0,,,0
mahatma-gandhi-marg_1098520258_0,Mahatma Gandhi Marg,Ring Road,primary,0.841,77.179592,28.707677,,,,,,0,,,0
