segment_id,road,road_canonical,highway,km,mid_lon,mid_lat,czones,crashes_total,crashes_fatal,wl_points,wl_events,cv_images,cv_detections,cv_damage_per_frame,n_sources
rohtak-road_171505929_1,Rohtak Road,Rohtak Road,trunk,1.077,77.042438,28.68215,,,,,,0,,,0
rohtak-road_171505929_2,Rohtak Road,Rohtak Road,trunk,1.011,77.030021,28.682292,1,7,3,2,2,0,,,2
rohtak-road_171505929_3,Rohtak Road,Rohtak Road,trunk,1.068,77.021614,28.682913,,,,,,0,,,0
rohtak-road_171505929_4,Rohtak Road,Rohtak Road,trunk,1.024,77.009667,28.68396,,,,,,0,,,0
rohtak-road_171505929_5,Rohtak Road,Rohtak Road,trunk,0.505,77.002113,28.684628,,,,,,0,,,0
rohtak-road_171505930_0,Rohtak Road,Rohtak Road,trunk,0.054,77.076439,28.681628,,,,,,0,,,0
rohtak-road_171505931_0,Rohtak Road,Rohtak Road,trunk,0.043,77.076377,28.681465,,,,,,0,,,0
nangloi-flyover_171505932_0,Nangloi Flyover,Nangloi Flyover,trunk,1.036,77.063102,28.682091,,,,1,1,0,,,1
nangloi-flyover_171505933_0,Nangloi Flyover,Nangloi Flyover,trunk,1.037,77.066441,28.682182,,,,,,0,,,0
rohtak-road_171505934_0,Rohtak Road,Rohtak Road,trunk,0.456,77.075062,28.681619,,,,,,0,,,0
rohtak-road_171505935_0,Rohtak Road,Rohtak Road,trunk,0.49,77.072931,28.682037,,,,,,0,,,0
mahatma-gandhi-marg_171539220_0,Mahatma Gandhi Marg,Ring Road,primary,0.599,77.167547,28.592654,,,,,,0,,,0
mahatma-gandhi-marg_171539228_0,Mahatma Gandhi Marg,Ring Road,primary,1.014,77.149723,28.604794,,,,,,0,,,0
mahatma-gandhi-marg_171539228_1,Mahatma Gandhi Marg,Ring Road,primary,0.567,77.141777,28.606992,,,,,,0,,,0
bawana-road_171708712_0,Bawana road,Bawana road,primary,0.458,77.084185,28.749481,,,,,,0,,,0
bawana-road_171708713_0,Bawana road,Bawana road,primary,0.514,77.080769,28.751309,,,,,,0,,,0
unnamed_171719018_0,unnamed,unnamed,trunk,1.08,77.058847,28.786947,,,,,,0,,,0
unnamed_171719018_1,unnamed,unnamed,trunk,0.717,77.066378,28.782654,,,,,,0,,,0
bawana-road_171719022_0,Bawana road,Bawana road,primary,0.88,77.045351,28.777454,,,,,,0,,,0
bawana-road_171719029_0,Bawana Road,Bawana Road,primary,1.013,77.042126,28.784217,,,,,,0,,,0
bawana-road_171719029_1,Bawana Road,Bawana Road,primary,0.321,77.0389,28.791073,,,,,,0,,,0
unnamed_171719031_0,unnamed,unnamed,trunk,0.223,77.047988,28.793323,,,,,,0,,,0
delhi-road_171719072_0,Delhi Road,Delhi Road,primary,0.229,77.038497,28.791829,,,,,,0,,,0
unnamed_171719098_0,unnamed,unnamed,trunk,0.446,77.052956,28.790509,,,,,,0,,,0
bawana-road_171719144_0,Bawana Road,Bawana Road,primary,0.443,77.035381,28.79689,,,,,,0,,,0
nh344p_171719154_0,NH344P,NH344P,trunk,0.267,77.047881,28.793707,,,,,,0,,,0
nh344p_171719155_0,NH344P,NH344P,trunk,0.272,77.047774,28.793691,,,,,,0,,,0
unnamed_171719166_0,unnamed,unnamed,trunk,0.518,77.050887,28.791526,,,,,,0,,,0
unnamed_171719171_0,unnamed,unnamed,trunk,0.518,77.050468,28.791674,,,,,,0,,,0
mathura-road_172701715_0,Mathura Road,Mathura Road,trunk,1.012,77.296354,28.516131,,,,,,0,,,0
mathura-road_172701715_1,Mathura Road,Mathura Road,trunk,0.954,77.290995,28.526318,,,,,,4,0,0.0,1
unnamed_172701717_0,unnamed,unnamed,primary,0.025,77.298058,28.51171,,,,,,8,0,0.0,1
unnamed_173946378_0,unnamed,unnamed,primary,0.129,76.983598,28.615062,,,,,,0,,,0
delhi-dehradun-expressway_175769881_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,1.031,77.259346,28.661682,,,,,,0,,,0
delhi-dehradun-expressway_175769881_1,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.153,77.263458,28.656236,,,,,,0,,,0
delhi-dehradun-expressway_175769882_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,1.005,77.259802,28.660939,,,,,,0,,,0
delhi-dehradun-expressway_175769882_1,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.175,77.256649,28.663474,,,,,,0,,,0
delhi-dehradun-expressway_175769883_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.592,77.269117,28.643397,,,,,,0,,,0
delhi-dehradun-expressway_175769884_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.517,77.268993,28.643246,,,,,,0,,,0
delhi-dehradun-expressway_175769885_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.074,77.265003,28.654301,,,,,,0,,,0
delhi-dehradun-expressway_175769886_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.135,77.268493,28.649162,,,,,,0,,,0
delhi-dehradun-expressway_175769887_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.54,77.267556,28.650923,,,,,,0,,,0
delhi-dehradun-expressway_175769888_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.647,77.269461,28.639732,,,,,,0,,,0
ring-road_175769901_0,Ring Road,Ring Road,trunk,1.134,77.25481,28.645793,,,,,,0,,,0
ring-road_175769901_1,Ring Road,Ring Road,trunk,0.857,77.249269,28.654523,1,10,2,,,0,,,1
vikas-marg_175769958_0,Vikas Marg,Vikas Marg,primary,0.106,77.271903,28.628056,,,,,,0,,,0
unnamed_175774708_0,unnamed,unnamed,trunk,0.382,77.274701,28.672157,,,,,,0,,,0
unnamed_175774713_0,unnamed,unnamed,trunk,0.446,77.270175,28.671502,,,,,,0,,,0
shahdara-flyover_175774714_0,Shahdara Flyover,Shahdara Flyover,trunk,0.426,77.280705,28.672964,,,,,,0,,,0
shahdara-flyover_175774717_0,Shahdara Flyover,Shahdara Flyover,trunk,0.205,77.28588,28.674149,,,,,,0,,,0
swami-dayanand-marg_175774742_0,Swami Dayanand Marg,Swami Dayanand Marg,primary,0.553,77.282052,28.667961,,,,,,0,,,0
road-number-57_175774745_0,Road Number 57,Road Number 57,primary,0.267,77.280839,28.670342,,,,,,0,,,0
road-number-57_175774746_0,Road Number 57,Road Number 57,primary,0.267,77.280535,28.671162,,,,,,0,,,0
gt-road_175774760_0,GT Road,GT Road,primary,0.289,77.281873,28.673219,,,,,,0,,,0
unnamed_175774765_0,unnamed,unnamed,primary,0.333,77.278386,28.672922,,,,,,0,,,0
hanuman-mandir-flyover_175800219_0,Hanuman Mandir Flyover,Hanuman Mandir Flyover,trunk,0.026,77.237404,28.662749,,,,,,7,0,0.0,1
hanuman-mandir-flyover_175800226_0,Hanuman Mandir Flyover,Hanuman Mandir Flyover,trunk,0.199,77.239019,28.662036,,,,,,8,0,0.0,1
shahdara-flyover_175800236_0,Shahdara Flyover,Shahdara Flyover,trunk,1.127,77.292953,28.675948,,,,,,0,,,0
shahdara-flyover_175800236_1,Shahdara Flyover,Shahdara Flyover,trunk,0.922,77.301704,28.675692,,,,,,0,,,0
shahdara-flyover_175800237_0,Shahdara Flyover,Shahdara Flyover,trunk,1.094,77.301716,28.675612,,,,,,0,,,0
shahdara-flyover_175800237_1,Shahdara Flyover,Shahdara Flyover,trunk,0.952,77.291099,28.675405,,,,,,0,,,0
gt-road_175800244_0,GT Road,GT Road,trunk,0.507,77.319514,28.676219,1,3,3,,,5,3,0.6,2
unnamed_175800250_0,unnamed,unnamed,trunk,0.43,77.273152,28.67179,,,,,,0,,,0
g-t-road_175800253_0,G.T Road,G.T Road,trunk,0.571,77.312541,28.675966,,,,,,6,4,0.6667,1
g-t-road_175800255_0,G.T Road,G.T Road,trunk,0.538,77.308908,28.67595,,,,,,0,,,0
shahdara-flyover_175800258_0,Shahdara Flyover,Shahdara Flyover,trunk,0.204,77.284576,28.673721,,,,,,0,,,0
shahdara-flyover_175800261_0,Shahdara Flyover,Shahdara Flyover,trunk,0.437,77.280936,28.673067,,,,,,0,,,0
gt-road_175800263_0,GT Road,GT Road,trunk,0.615,77.315763,28.676096,,,,,,6,2,0.3333,1
gt-road_175800265_0,GT Road,GT Road,primary,0.425,77.285374,28.674092,,,,,,0,,,0
gt-road_175800283_0,GT Road,GT Road,primary,0.339,77.293785,28.675812,,,,,,0,,,0
ring-road_175800298_0,Ring Road,Ring Road,trunk,0.35,77.246463,28.659482,,,,,,5,1,0.2,1
loni-road_175803863_0,Loni Road,Loni Road,trunk,1.016,77.291609,28.702701,,,,,,0,,,0
loni-road_175803863_1,Loni Road,Loni Road,trunk,1.049,77.291979,28.690606,,,,,,0,,,0
loni-road_175803863_2,Loni Road,Loni Road,trunk,0.122,77.292118,28.686918,,,,1,1,0,,,1
loni-road_175803864_0,Loni Road,Loni Road,trunk,1.058,77.278133,28.782993,,,,,,0,,,0
loni-road_175803864_1,Loni Road,Loni Road,trunk,1.071,77.28001,28.775005,,,,,,0,,,0
loni-road_175803864_2,Loni Road,Loni Road,trunk,1.001,77.282422,28.76616,,,,,,0,,,0
loni-road_175803864_3,Loni Road,Loni Road,trunk,1.018,77.285028,28.756382,,,,,,0,,,0
loni-road_175803864_4,Loni Road,Loni Road,trunk,1.133,77.287391,28.746093,,,,,,0,,,0
loni-road_175803864_5,Loni Road,Loni Road,trunk,1.06,77.288437,28.738275,,,,,,0,,,0
loni-road_175803864_6,Loni Road,Loni Road,trunk,1.063,77.289058,28.728399,,,,,,0,,,0
loni-road_175803864_7,Loni Road,Loni Road,trunk,1.085,77.289721,28.717771,,,,,,0,,,0
loni-road_175803864_8,Loni Road,Loni Road,trunk,0.279,77.290386,28.712192,,,,,,0,,,0
loni-road_175803866_0,Loni Road,Loni Road,trunk,0.848,77.292227,28.683424,,,,,,0,,,0
delhi-dehradun-expressway_175803867_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.284,77.255576,28.671187,,,,,,0,,,0
delhi-dehradun-expressway_175803869_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,1.276,77.257978,28.718438,,,,,,0,,,0
delhi-dehradun-expressway_175803869_1,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,1.019,77.260512,28.735901,,,,,,0,,,0
delhi-dehradun-expressway_175803869_2,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.063,77.260673,28.737152,,,,,,0,,,0
ring-road_175803876_0,Ring Road,Ring Road,trunk,0.031,77.24833,28.658069,,,,,,5,1,0.2,1
ring-road_175803885_0,Ring Road,Ring Road,trunk,0.037,77.248578,28.657798,,,,,,5,0,0.0,1
delhi-dehradun-expressway_175803909_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,1.035,77.255169,28.683246,,,,,,0,,,0
delhi-dehradun-expressway_175803909_1,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.128,77.254113,28.687319,,,,,,0,,,0
delhi-dehradun-expressway_175803910_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,1.002,77.255811,28.701908,,,,,,0,,,0
delhi-dehradun-expressway_175803910_1,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.992,77.254182,28.689994,,,,,,0,,,0
nh9_175803912_0,NH9,NH9,trunk,1.162,77.242168,28.704059,,,,,,0,,,0
shahdara-flyover_175803918_0,Shahdara Flyover,Shahdara Flyover,primary,0.063,77.3072,28.675916,,,,,,0,,,0
nh9_175803947_0,NH9,NH9,trunk,1.023,77.242095,28.704148,,,,,,0,,,0
nh9_175803947_1,NH9,NH9,trunk,0.307,77.248011,28.705091,,,,,,0,,,0
unnamed_175803968_0,unnamed,unnamed,primary,0.051,77.306952,28.675724,,,,,,0,,,0
wazirabad-road_175804037_0,Wazirabad Road,Wazirabad Road,trunk,0.447,77.256334,28.704635,,,,,,0,,,0
wazirabad-road_175804038_0,Wazirabad Road,Wazirabad Road,trunk,0.443,77.256278,28.704529,,,,,,0,,,0
shahdara-flyover_175804059_0,Shahdara Flyover,Shahdara Flyover,primary,1.008,77.301711,28.675538,,,,2,5,0,,,1
shahdara-flyover_175804062_0,Shahdara Flyover,Shahdara Flyover,primary,1.008,77.30221,28.675787,,,,,,0,,,0
wazirabad-road_175804068_0,Wazirabad Road,Wazirabad Road,trunk,0.966,77.266341,28.703329,,,,,,0,,,0
wazirabad-road_175804069_0,Wazirabad Road,Wazirabad Road,trunk,1.017,77.27225,28.702746,,,,1,1,0,,,1
wazirabad-road_175804069_1,Wazirabad Road,Wazirabad Road,trunk,0.877,77.265054,28.703243,,,,,,0,,,0
wazirabad-road_175804073_0,Wazirabad Road,Wazirabad Road,trunk,0.357,77.285318,28.70174,,,,,,0,,,0
delhi-loni-road-flyover_175804080_0,Delhi Loni Road Flyover,Delhi Loni Road Flyover,trunk,0.474,77.291814,28.700884,1,10,5,,,0,,,1
delhi-loni-road-flyover_175804081_0,Delhi Loni Road Flyover,Delhi Loni Road Flyover,trunk,0.448,77.291822,28.700959,,,,,,0,,,0
gt-road_175804082_0,GT Road,GT Road,trunk,0.506,77.322508,28.676381,,,,1,1,4,4,1.0,2
wazirabad-road_175804084_0,Wazirabad Road,Wazirabad Road,trunk,0.356,77.282885,28.701867,,,,,,0,,,0
wazirabad-road_175804087_0,Wazirabad Road,Wazirabad Road,trunk,0.201,77.28736,28.701525,,,,,,0,,,0
wazirabad-road_175804088_0,Wazirabad Road,Wazirabad Road,trunk,0.11,77.287615,28.701423,,,,,,0,,,0
gt-road_175804092_0,GT Road,GT Road,trunk,0.391,77.316528,28.67624,,,,,,5,3,0.6,1
wazirabad-road_175804093_0,Wazirabad Road,Wazirabad Road,trunk,0.324,77.297108,28.700254,,,,,,0,,,0
palam-marg_176162161_0,Palam Marg,Palam Marg,primary,0.545,77.165948,28.566649,,,,,,4,0,0.0,1
barapullah-road-flyover_176492659_0,Barapullah Road Flyover,Barapullah Road Flyover,trunk,0.048,77.222317,28.579102,,,,1,1,0,,,1
unnamed_187993675_0,unnamed,unnamed,primary,0.026,77.134978,28.570024,,,,,,8,0,0.0,1
mathura-road_188616223_0,Mathura Road,Mathura Road,primary,0.691,77.303499,28.490529,,,,,,0,,,0
urban-extension-road-ii_189591732_0,Urban Extension Road-II,Urban Extension Road-II,trunk,1.045,77.11699,28.806438,,,,,,0,,,0
urban-extension-road-ii_189591732_1,Urban Extension Road-II,Urban Extension Road-II,trunk,0.04,77.113813,28.80573,,,,,,0,,,0
unnamed_189598821_0,unnamed,unnamed,trunk,1.128,77.063969,28.783938,,,,,,0,,,0
unnamed_189598821_1,unnamed,unnamed,trunk,0.678,77.054965,28.789058,,,,,,0,,,0
mahatma-gandhi-marg_189610307_0,Mahatma Gandhi Marg,Ring Road,primary,0.736,77.225615,28.682276,,,,,,7,0,0.0,1
mahatma-gandhi-marg_189610310_0,Mahatma Gandhi Marg,Ring Road,primary,0.735,77.226772,28.68201,,,,,,8,0,0.0,1
delhi-gurugram-expressway_190261045_0,Delhi-Gurugram Expressway,Delhi-Gurugram Expressway,motorway,0.387,77.093151,28.512531,,,,,,0,,,0
delhi-gurugram-expressway_190261048_0,Delhi-Gurugram Expressway,Delhi-Gurugram Expressway,motorway,0.278,77.098928,28.522853,,,,,,8,0,0.0,1
delhi-gurugram-expressway_190261052_0,Delhi-Gurugram Expressway,Delhi-Gurugram Expressway,motorway,0.278,77.09766,28.520608,,,,,,6,0,0.0,1
delhi-gurugram-expressway_190261055_0,Delhi-Gurugram Expressway,Delhi-Gurugram Expressway,motorway,0.378,77.095664,28.517701,,,,,,0,,,0
delhi-gurugram-expressway_190261057_0,Delhi-Gurugram Expressway,Delhi-Gurugram Expressway,motorway,0.214,77.095306,28.517482,,,,,,0,,,0
masoodpur-flyover_190278387_0,Masoodpur Flyover,Masoodpur Flyover,primary,0.664,77.146389,28.530979,,,,,,0,,,0
nelson-mandela-marg_190297425_0,Nelson Mandela Marg,Nelson Mandela Marg,primary,0.369,77.157338,28.541688,,,,,,0,,,0
