segment_id,n_raw,n_kept
noida-link-road_211144689_0,0,0
mayur-vihar-phase1-flyover_211191570_0,0,0
mayur-vihar-phase1-flyover_211191571_0,0,0
mayur-vihar-phase1-flyover_211191572_0,0,0
mayur-vihar-flyover_211191574_0,0,0
mayur-vihar-flyover_211191575_0,0,0
mayur-vihar-flyover_211191576_0,0,0
dadri-road_211191577_0,0,0
mayur-vihar-phase1-flyover_211191580_0,0,0
unnamed_211191581_0,0,0
unnamed_211191581_1,0,0
urban-extension-road-ii_220711849_0,0,0
urban-extension-road-ii_220711851_0,0,0
delhi-gurugram-expressway_225718656_0,0,0
grand-trunk-road_228423376_0,0,0
bahadurgarh-bypass_239364420_0,0,0
rohtak-road_239364440_0,0,0
rohtak-road_239364440_1,0,0
rohtak-road_239364440_2,0,0
rohtak-road_239364440_3,0,0
road-number-57_243056161_0,0,0
road-number-57_243056161_1,0,0
karkari-mor-flyover_243056163_0,0,0
anuvrat-marg_256583522_0,0,0
acharya-shri-tulsi-marg_256583524_0,0,0
mathura-road_258237309_0,31,3
mathura-road_258237309_1,13,6
okhla-estate-marg-flyover_258237311_0,0,0
mathura-road_258237313_0,0,0
mathura-road_258237313_1,0,0
mathura-road_258237313_2,0,0
dabri-mor-flyover_258900791_0,0,0
dabri-mor-flyover_258901182_0,0,0
dabri-mor-flyover_258902098_0,0,0
dabri-mor-flyover_258902099_0,0,0
dabri-mor-flyover_258902101_0,0,0
dabri-mor-flyover_258902102_0,0,0
nangloi-road_259022070_0,0,0
nangloi-road_259022070_1,0,0
nangloi-road_259022070_2,0,0
nangloi-road_259022071_0,0,0
nangloi-road_259022074_0,0,0
nangloi-road_259022074_1,0,0
nangloi-road_259022074_2,0,0
outer-ring-road_263456933_0,0,0
outer-ring-road_263456933_1,0,0
outer-ring-road_263456933_2,0,0
nh48_264711057_0,0,0
barapullah-road-flyover_265747902_0,0,0
acharya-shri-tulsi-marg_266776805_0,0,0
acharya-shri-tulsi-marg_266776805_1,0,0
acharya-shri-tulsi-marg_266776805_2,0,0
acharya-shri-tulsi-marg_266776805_3,0,0
acharya-shri-tulsi-marg_266776805_4,0,0
acharya-shri-tulsi-marg_266776805_5,0,0
acharya-shri-tulsi-marg_266776805_6,0,0
barapullah-road-flyover_287658616_0,0,0
barapullah-road-flyover_287658618_0,0,0
barapullah-road-flyover_287658619_0,0,0
mehrauli-badarpur-road_287870802_0,47,5
mehrauli-badarpur-road_287870802_1,94,8
doctor-kb-hedgewar-marg_290137949_0,99,8
doctor-kb-hedgewar-marg_290137949_1,100,8
wazirabad-flyover_290137950_0,0,0
wazirabad-flyover_290137952_0,0,0
wazirabad-flyover_290137953_0,0,0
doctor-kb-hedgewar-marg_290137957_0,0,0
unnamed_290681553_0,0,0
grand-trunk-road_293091496_0,0,0
nh44_293091497_0,0,0
nh248bb_293544334_0,100,8
mahatma-gandhi-marg_297086687_0,100,8
doctor-kailash-nath-katju-marg_300032966_0,0,0
doctor-kailash-nath-katju-marg_300032969_0,0,0
doctor-kailash-nath-katju-marg_300033523_0,0,0
doctor-kailash-nath-katju-marg_300033529_0,0,0
doctor-kailash-nath-katju-marg_300034120_0,0,0
doctor-kailash-nath-katju-marg_300034123_0,0,0
doctor-kailash-nath-katju-marg_300034123_1,0,0
ashram-railway-flyover_312031898_0,100,8
ashram-railway-flyover_312031900_0,100,8
mahatma-gandhi-marg_312031901_0,100,8
nelson-mandela-marg_312126316_0,0,0
nelson-mandela-marg_312126317_0,0,0
nelson-mandela-marg_312126319_0,0,0
nelson-mandela-marg_312126319_1,0,0
unnamed_312126635_0,0,0
nelson-mandela-marg_312127509_0,0,0
dwarka-expressway_313488529_0,0,0
abdul-gaffar-khan-marg_313541230_0,0,0
unnamed_313905499_0,0,0
dabri-dwarka-road_313905500_0,0,0
dabri-dwarka-road_313905500_1,89,8
najafgarh-nangloi-road_314926685_0,0,0
najafgarh-nangloi-road_314926685_1,0,0
najafgarh-nangloi-road_314926687_0,0,0
najafgarh-nangloi-road_314926687_1,0,0
dichaon-road_317513933_0,0,0
urban-extension-road-ii_358642618_0,0,0
urban-extension-road-ii_358642618_1,0,0
nh344m_358642619_0,0,0
nh344m_358642620_0,0,0
urban-extension-road-ii_358642621_0,0,0
urban-extension-road-ii_358642621_1,0,0
urban-extension-road-ii_358642622_0,0,0
urban-extension-road-ii_358642622_1,0,0
doctor-kb-hedgewar-marg_361729387_0,0,0
shalimar-bagh-flyover_364876214_0,0,0
shalimar-bagh-flyover_364876214_1,0,0
mahatma-gandhi-road_364876217_0,0,0
delhi-dehradun-expressway_370545019_0,0,0
outer-ring-road_374689514_0,0,0
outer-ring-road_374689515_0,0,0
unnamed_374689518_0,0,0
unnamed_386439543_0,100,7
nh9_387636774_0,0,0
nh9_387636774_1,0,0
gt-road_387636933_0,0,0
mathura-road_387683750_0,0,0
anuvrat-marg_391981117_0,24,2
delhi-noida-direct-flyway_395885008_0,0,0
delhi-noida-direct-flyway_395885010_0,0,0
doctor-kb-hedgewar-marg_395885012_0,0,0
doctor-kb-hedgewar-marg_395885013_0,0,0
shaheed-captain-vikram-batra-flyover_395885014_0,0,0
nizamuddin-road-flyover_395885020_0,0,0
mahatma-gandhi-marg_395885021_0,0,0
mahatma-gandhi-marg_395885022_0,0,0
mahatma-gandhi-marg_395885023_0,100,8
nizamuddin-railway-station-flyover_395885024_0,0,0
mahatma-gandhi-road_395885025_0,100,8
unnamed_395885043_0,100,7
unnamed_395885044_0,23,2
shaheed-captain-vikram-batra-flyover_395885045_0,0,0
unnamed_415785283_0,0,0
baba-banda-singh-bahadur-setu_428242223_0,0,0
swami-dayanand-marg_446686628_0,0,0
swami-dayanand-marg_446686632_0,0,0
road-number-57_446734301_0,0,0
vikas-marg_446922580_0,0,0
vikas-marg_446922580_1,0,0
vikas-marg_446923135_0,0,0
road-number-57_446957212_0,0,0
vikas-marg_447130904_0,78,3
swami-dayanand-marg_447602097_0,0,0
delhi-meerut-expressway_447654041_0,0,0
delhi-meerut-expressway_447654044_0,0,0
flyover_447654046_0,0,0
delhi-meerut-expressway_447654047_0,0,0
chirag-delhi-flyover_447654050_0,2,1
rani-jhansi-flyover_464265868_0,0,0
rani-jhansi-flyover_464265868_1,0,0
unnamed_472576395_0,96,8
wazirabad-road_475165730_0,0,0
wazirabad-road_475165731_0,0,0
cariappa-marg_488174447_0,0,0
bhagwan-mahavir-marg_488174453_0,0,0
bhagwan-mahavir-marg_488174453_1,0,0
bhagwan-mahavir-marg_488174454_0,0,0
bhagwan-mahavir-marg_488174454_1,0,0
shivaji-marg_488174462_0,0,0
shivaji-marg_488174464_0,0,0
shivaji-marg_492441456_0,0,0
shivaji-marg_492441457_0,0,0
rohtak-road_501786881_0,0,0
doctor-kb-hedgewar-marg_502428936_0,0,0
doctor-kb-hedgewar-marg_502428942_0,0,0
doctor-kb-hedgewar-marg_502428945_0,0,0
doctor-kb-hedgewar-marg_502428945_1,0,0
doctor-kb-hedgewar-marg_502428945_2,0,0
doctor-kb-hedgewar-marg_502428949_0,0,0
outer-ring-road_514521566_0,26,6
outer-ring-road_514521566_1,56,8
khelgaon-flyover_514521567_0,100,8
wazirabad-flyover_519172099_0,0,0
wazirabad-flyover_519172101_0,0,0
doctor-kb-hedgewar-marg_519440485_0,0,0
burari-flyover_519440486_0,0,0
burari-flyover_519440487_0,0,0
bhalswa-flyover_519440488_0,0,0
bhalswa-flyover_519440489_0,0,0
doctor-kb-hedgewar-marg_519440490_0,0,0
doctor-kb-hedgewar-marg_519440491_0,0,0
bhalswa-flyover_519440492_0,0,0
outer-ring-road_519444400_0,0,0
outer-ring-road_519444400_1,0,0
outer-ring-road_519444401_0,0,0
outer-ring-road_519444402_0,0,0
outer-ring-road_519444403_0,0,0
outer-ring-road_519444404_0,0,0
outer-ring-road_519444407_0,81,5
mangolpuri-flyover_519445877_0,0,0
mangolpuri-flyover_519445878_0,0,0
mangolpuri-flyover_519445879_0,0,0
outer-ring-road_519445880_0,0,0
mangolpuri-flyover_519445881_0,0,0
mangolpuri-flyover_519445881_1,0,0
mangolpuri-flyover_519445881_2,0,0
mangolpuri-flyover_519445882_0,0,0
mangolpuri-flyover_519445882_1,0,0
mangolpuri-flyover_519445882_2,0,0
outer-ring-road_519665076_0,0,0
outer-ring-road_519665080_0,0,0
outer-ring-road_519665087_0,0,0
savitri-flyover_523568279_0,0,0
nizamuddin-road-flyover_523568281_0,0,0
swami-dayanand-marg_523568286_0,0,0
road-number-57_523568289_0,0,0
vikas-marg_523568293_0,0,0
road-number-57_523568295_0,0,0
dwarka-flyover_532686697_0,83,8
iit-flyover_532693131_0,100,8
outer-ring-road_532737410_0,81,8
outer-ring-road_532737411_0,100,8
outer-ring-road_532737412_0,100,8
outer-ring-road_532737420_0,91,8
iit-flyover_532737422_0,100,8
outer-ring-road_532737425_0,67,8
outer-ring-road_532737427_0,26,5
iit-flyover_532737429_0,100,8
palam-marg_532737432_0,93,8
delhi-gurugram-expressway_532737436_0,100,8
dwarka-flyover_532739760_0,100,8
road-number-201_532739767_0,97,8
delhi-gurugram-expressway_532740517_0,100,8
abdul-gaffar-khan-marg_533569871_0,100,8
ulan-batar-road_541882688_0,88,6
ho-chi-minh-marg_541887313_0,0,0
ho-chi-minh-marg_541887314_0,0,0
ho-chi-minh-marg_541887314_1,15,2
nh48_553321280_0,0,0
nh48_553321281_0,0,0
nh48_553321282_0,0,0
outer-ring-road_554288622_0,0,0
nh48_554798484_0,0,0
nh48_554798486_0,0,0
okhla-estate-marg-flyover_554976656_0,0,0
okhla-estate-marg-flyover_554976657_0,0,0
dwarka-palam-road_555197179_0,2,0
chirag-delhi-flyover_555197181_0,15,2
khelgaon-flyover_555197182_0,0,0
dwarka-flyover_555197184_0,90,8
chirag-delhi-flyover_555197188_0,2,0
outer-ring-road_555197190_0,97,8
outer-ring-road_555197191_0,70,7
mahatma-gandhi-marg_555197195_0,99,8
mahatma-gandhi-marg_555197196_0,100,7
mahatma-gandhi-marg_555197199_0,50,3
nizamuddin-railway-station-flyover_555197202_0,0,0
delhi-meerut-expressway_555197207_0,0,0
delhi-meerut-expressway_555197209_0,0,0
mahatma-gandhi-marg_555197211_0,0,0
mahatma-gandhi-marg_555197213_0,0,0
delhi-meerut-expressway_555197217_0,0,0
delhi-meerut-expressway_555197219_0,0,0
delhi-meerut-expressway_555197225_0,0,0
palam-marg_555517575_0,19,2
moolchand-underpass_556741446_0,98,8
ho-chi-minh-marg_557707164_0,0,0
palam-marg_558065087_0,0,0
palam-marg_558065090_0,24,3
nelson-mandela-marg_560463182_0,5,1
anuvrat-marg_560651110_0,10,1
south-extension-flyover_561759715_0,80,8
moolchand-underpass_561759716_0,92,8
ho-chi-minh-marg_561859656_0,0,0
moolchand-underpass_563679827_0,86,8
south-extension-flyover_563679828_0,71,8
mehrauli-badarpur-road_563714762_0,0,0
mehrauli-badarpur-road_563714763_0,0,0
unnamed_563714764_0,0,0
mehrauli-badarpur-road_563714765_0,0,0
aurobindo-marg_563714771_0,43,5
mehrauli-badarpur-road_563714773_0,0,0
aurobindo-marg_563714774_0,10,1
aurobindo-marg_563714776_0,97,8
south-extension-flyover_564173144_0,0,0
aiims-flyover_564173145_0,0,0
mahatma-gandhi-marg_565938868_0,0,0
south-extension-flyover_565938870_0,0,0
mahatma-gandhi-marg_565938871_0,0,0
aurobindo-marg_566009657_0,0,0
modi-mill-flyover_566009662_0,72,6
anuvrat-marg_566009663_0,10,1
aurobindo-marg_566009664_0,10,1
anuvrat-marg_566009665_0,0,0
anuvrat-marg_566009665_1,10,1
palam-marg_566157559_0,0,0
palam-marg_566157560_0,0,0
palam-marg_566157561_0,0,0
anuvrat-marg_566465685_0,10,1
mehrauli-badarpur-road_566465686_0,10,1
anuvrat-marg_566465687_0,10,1
aurobindo-marg_566680380_0,0,0
ashram-railway-flyover_566680381_0,98,7
lajpat-nagar-flyover_566680382_0,81,3
lajpat-nagar-flyover_566680385_0,74,8
nehru-place-flyover_566680390_0,0,0
modi-mill-flyover_566680393_0,20,2
mehrauli-badarpur-road_566680398_0,0,0
mahatma-gandhi-marg_567831190_0,99,8
mahatma-gandhi-marg_567831208_0,0,0
moti-bagh-flyover_567831209_0,0,0
aurobindo-marg_570413611_0,100,8
aurobindo-marg_570413612_0,100,8
aurobindo-marg_570413613_0,100,4
aiims-flyover_570427347_0,0,0
aurobindo-marg_570427348_0,0,0
aurobindo-marg_570526063_0,66,8
aurobindo-marg_570526064_0,44,6
outer-ring-road_570526065_0,85,8
mehrauli-badarpur-road_570526073_0,0,0
mehrauli-badarpur-road_570526074_0,0,0
nityanand-marg_570896882_0,0,0
palam-marg_571167089_0,24,2
anuvrat-marg_571450090_0,10,1
anuvrat-marg_571450094_0,10,1
anuvrat-marg_571450111_0,10,0
mehrauli-badarpur-road_571904071_0,0,0
mehrauli-badarpur-road_571904072_0,0,0
lajpat-nagar-flyover_572511729_0,100,8
kalkaji-flyover_577665918_0,99,8
outer-ring-road_577665920_0,100,8
vikas-marg_577665921_0,0,0
aurobindo-marg_578309997_0,0,0
aurobindo-marg_578309999_0,0,0
aurobindo-marg_578310002_0,0,0
aurobindo-marg_578310005_0,37,3
aurobindo-marg_578310008_0,66,8
aurobindo-marg_578310016_0,10,0
anuvrat-marg_580856051_0,0,0
unnamed_581219448_0,88,7
mahatma-gandhi-marg_581239050_0,100,4
mathura-road_581371938_0,69,8
mathura-road_581371939_0,31,3
mehrauli-badarpur-road_581371941_0,0,0
mehrauli-badarpur-road_581371945_0,0,0
aurobindo-marg_582367349_0,0,0
aurobindo-marg_582367351_0,67,4
lajpat-nagar-flyover_583143701_0,100,8
aurobindo-marg_583143702_0,0,0
aiims-flyover_583143704_0,0,0
bikaji-cama-place-flyover_583143706_0,100,8
moti-bagh-flyover_583917363_0,0,0
outer-ring-road_584150744_0,91,6
outer-ring-road_584150746_0,76,5
nehru-place-flyover_584150748_0,1,0
mahatma-gandhi-marg_584241781_0,90,5
mathura-road_584241782_0,99,6
jangpura-road-flyover_584241783_0,92,8
mathura-road_584241793_0,100,8
mathura-road_584241794_0,100,3
mahatma-gandhi-marg_584241795_0,96,2
dwarka-flyover_585189788_0,0,0
moti-bagh-flyover_585446268_0,0,0
mahatma-gandhi-marg_585446269_0,100,8
mahatma-gandhi-marg_585446270_0,97,8
raj-nagar-flyover_585446271_0,0,0
nityanand-marg_585446281_0,83,8
aiims-flyover_586186521_0,0,0
abdul-gaffar-khan-marg_586684174_0,0,0
abdul-gaffar-khan-marg_586684175_0,0,0
abdul-gaffar-khan-marg_586684175_1,0,0
delhi-gurugram-expressway_586684183_0,100,8
delhi-gurugram-expressway_586684183_1,100,8
abdul-gaffar-khan-marg_586684196_0,87,8
anuvrat-marg_586684197_0,10,0
mehrauli-badarpur-road_586684198_0,10,0
abdul-gaffar-khan-marg_586897204_0,0,0
abdul-gaffar-khan-marg_586897206_0,0,0
nelson-mandela-marg_586897217_0,0,0
nelson-mandela-marg_586897218_0,0,0
mathura-road_587123752_0,72,3
aurobindo-marg_590522603_0,73,8
nelson-mandela-marg_590609972_0,0,0
nelson-mandela-marg_590609974_0,0,0
nelson-mandela-marg_590609976_0,0,0
nelson-mandela-marg_590609977_0,0,0
abdul-gaffar-khan-marg_590609982_0,0,0
abdul-gaffar-khan-marg_590609983_0,0,0
unnamed_594082008_0,50,2
mehrauli-badarpur-road_594082024_0,100,8
unnamed_594082049_0,79,3
unnamed_594082052_0,86,5
unnamed_601365248_0,80,3
bhagwan-mahavir-marg_601402978_0,0,0
pankha-road_601402979_0,0,0
cariappa-marg_601402987_0,0,0
cariappa-marg_601402987_1,0,0
urban-extension-road-ii_602026183_0,0,0
urban-extension-road-ii_602026185_0,0,0
aurobindo-marg_603648097_0,100,8
outer-ring-road_604129880_0,0,0
nehru-place-flyover_604129881_0,0,0
mehrauli-badarpur-road_604129885_0,100,8
abdul-gaffar-khan-marg_605255385_0,100,8
raj-nagar-flyover_605375051_0,0,0
raj-nagar-flyover_605375052_0,0,0
nityanand-marg_605840543_0,0,0
unnamed_605840544_0,0,0
unnamed_605840544_1,19,3
wazirabad-road_605840549_0,0,0
wazirabad-road_605840550_0,0,0
vikas-marg_605840574_0,0,0
delhi-dehradun-expressway_605840575_0,0,0
delhi-dehradun-expressway_605840581_0,0,0
unnamed_605840584_0,0,0
nityanand-marg_605840585_0,36,3
nityanand-marg_605840586_0,0,0
unnamed_605840587_0,0,0
nityanand-marg_605840588_0,0,0
nityanand-marg_605840589_0,100,8
nityanand-marg_605840590_0,0,0
delhi-dehradun-expressway_605958418_0,0,0
dwarka-flyover_608894515_0,34,1
abdul-gaffar-khan-marg_608989223_0,63,6
abdul-gaffar-khan-marg_608989223_1,0,0
unnamed_608989231_0,72,8
unnamed_608989231_1,100,8
unnamed_610375780_0,0,0
unnamed_610375781_0,0,0
delhi-dehradun-expressway_614020389_0,0,0
delhi-dehradun-expressway_614020390_0,0,0
delhi-dehradun-expressway_614020391_0,0,0
delhi-dehradun-expressway_614020392_0,0,0
ring-road_614071990_0,0,0
ring-road_614071990_1,0,0
sachivalaya-road-flyover_614071991_0,0,0
sachivalaya-road-flyover_614071992_0,78,3
mahatma-gandhi-marg_614071993_0,78,3
sachivalaya-road-flyover_614071994_0,0,0
mehrauli-badarpur-road_614072018_0,0,0
mehrauli-badarpur-road_614072019_0,0,0
delhi-meerut-expressway_614443768_0,0,0
vikas-marg_614443771_0,0,0
delhi-dehradun-expressway_614443772_0,0,0
vikas-marg_614443773_0,0,0
shivaji-marg_615472549_0,0,0
delhi-loni-road-flyover_615472559_0,0,0
delhi-loni-road-flyover_615472563_0,0,0
wazirabad-road_615472564_0,0,0
wazirabad-road_615472566_0,0,0
doctor-kb-hedgewar-marg_615472569_0,0,0
burari-flyover_615472591_0,0,0
doctor-kb-hedgewar-marg_615472595_0,0,0
wazirabad-road_615472611_0,0,0
unnamed_615472617_0,0,0
unnamed_615472617_1,0,0
doctor-kb-hedgewar-marg_615472619_0,100,8
mahatma-gandhi-marg_615472620_0,100,8
unnamed_615472621_0,100,8
doctor-kb-hedgewar-marg_615472622_0,0,0
burari-flyover_615472624_0,0,0
doctor-kb-hedgewar-marg_615472625_0,0,0
unnamed_615472626_0,0,0
unnamed_615472628_0,0,0
doctor-kb-hedgewar-marg_615472631_0,0,0
bhalswa-flyover_615472635_0,0,0
outer-ring-road_615472636_0,0,0
outer-ring-road_615472637_0,28,3
mangolpuri-flyover_615472638_0,0,0
mangolpuri-flyover_615472640_0,0,0
outer-ring-road_615472642_0,0,0
outer-ring-road_615472643_0,0,0
outer-ring-road_615472644_0,0,0
shivaji-marg_615472646_0,0,0
aurobindo-marg_615625449_0,100,8
aurobindo-marg_615625455_0,100,8
aurobindo-marg_615625460_0,13,4
aurobindo-marg_615625462_0,58,8
aurobindo-marg_615625471_0,0,0
aurobindo-marg_615625473_0,10,0
aurobindo-marg_615625474_0,0,0
aurobindo-marg_615625475_0,0,0
raja-garden-flyover_619116045_0,84,8
naraina-flyover_619116046_0,54,4
naraina-flyover_619116047_0,60,7
mahatma-gandhi-marg-bridge_619116048_0,15,0
mahatma-gandhi-marg_619116050_0,100,8
raja-garden-flyover_619116052_0,88,8
moti-nagar-flyover_619116058_0,0,0
raja-garden-flyover_619116072_0,100,8
raja-garden-flyover_619116073_0,100,8
mahatma-gandhi-marg_619116074_0,100,8
mahatma-gandhi-marg_619116075_0,87,8
mahatma-gandhi-marg-bridge_619116076_0,23,0
naraina-flyover_619116077_0,55,1
mehrauli-badarpur-road_619116078_0,92,8
doctor-kb-hedgewar-marg_619372060_0,100,8
doctor-kb-hedgewar-marg_619372062_0,78,5
doctor-kb-hedgewar-marg_619372063_0,93,7
doctor-kb-hedgewar-marg_619372064_0,100,8
doctor-kb-hedgewar-marg_619372065_0,100,7
doctor-kb-hedgewar-marg_619372066_0,100,8
shastri-park-flyover_619372070_0,0,0
shastri-park-flyover_619372072_0,0,0
shastri-park-flyover_619372073_0,0,0
grand-trunk-road_625482866_0,0,0
grand-trunk-road_625482867_0,0,0
grand-trunk-road_625482869_0,0,0
grand-trunk-road_625482869_1,0,0
grand-trunk-road_625482870_0,0,0
grand-trunk-road_625482870_1,0,0
national-highway-24-bypass_627698083_0,0,0
unnamed_627698085_0,0,0
barapullah-road-flyover_631785498_0,0,0
barapullah-road-flyover_631785499_0,0,0
barapullah-road-flyover_631785499_1,0,0
barapullah-road-flyover_631786027_0,0,0
barapullah-road-flyover_631788143_0,0,0
delhi-meerut-expressway_631795142_0,0,0
signature-bridge_642711952_0,0,0
signature-bridge_642711954_0,0,0
aurobindo-marg_654173088_0,0,0
aurobindo-marg_654173088_1,0,0
anuvrat-marg_654173103_0,0,0
anuvrat-marg_654173106_0,0,0
anuvrat-marg_654173106_1,0,0
abdul-gaffar-khan-marg_654173110_0,0,0
abdul-gaffar-khan-marg_654173113_0,0,0
aurobindo-marg_654175709_0,0,0
aurobindo-marg_654175710_0,0,0
mehrauli-badarpur-road_656187260_0,0,0
mehrauli-badarpur-road_656187261_0,0,0
mehrauli-badarpur-road_656187262_0,0,0
mehrauli-badarpur-road_656187263_0,0,0
mehrauli-badarpur-road_656805649_0,0,0
mehrauli-badarpur-road_656805651_0,0,0
mehrauli-badarpur-road_656805652_0,0,0
mehrauli-badarpur-road_656805654_0,0,0
mahatma-gandhi-marg_657413479_0,90,3
unnamed_658041627_0,0,0
mehrauli-badarpur-road_659833209_0,0,0
outer-ring-road_660997597_0,0,0
outer-ring-road_660997600_0,0,0
jangpura-road-flyover_661351480_0,100,2
jangpura-road-flyover_661351482_0,100,6
dwarka-expressway_661394696_0,0,0
mathura-road_662141606_0,0,0
mathura-road_662141606_1,100,4
uer-ii_665096145_0,0,0
uer-ii_665096145_1,0,0
uer-ii_665096147_0,0,0
uer-ii_665096147_1,0,0
unnamed_665096171_0,0,0
unnamed_665096177_0,0,0
unnamed_665096177_1,0,0
unnamed_665096177_2,0,0
unnamed_665096177_3,0,0
urban-extension-road-ii_665104468_0,0,0
urban-extension-road-ii_665104468_1,0,0
urban-extension-road-ii_665104468_2,0,0
urban-extension-road-ii_665104469_0,0,0
urban-extension-road-ii_665104469_1,0,0
dwarka-expressway_665106695_0,0,0
mahatma-gandhi-marg_668313662_0,100,8
ring-road_668313667_0,0,0
moti-nagar-flyover_668313668_0,0,0
shalimar-bagh-flyover_668313670_0,0,0
mahatma-gandhi-road_668313671_0,0,0
rao-tula-ram-flyover_669205555_0,24,2
rao-tula-ram-flyover_669205555_1,0,0
rao-tula-ram-flyover_669205555_2,0,0
okhla-estate-marg-flyover_670037896_0,3,1
mehrauli-badarpur-road_671863511_0,0,0
barapullah-road_672159749_0,0,0
barapullah-road-flyover_672159750_0,0,0
aiims-flyover_676708027_0,0,0
unnamed_676881881_0,0,0
mahatma-gandhi-marg_678152931_0,0,0
nizamuddin-road-flyover_679512996_0,0,0
nizamuddin-road-flyover_679512999_0,0,0
mahatma-gandhi-marg_679552300_0,0,0
mahatma-gandhi-marg_679552303_0,0,0
ring-road_679552310_0,0,0
mahatma-gandhi-marg_679552311_0,0,0
sham-nath-marg_679552312_0,0,0
mahatma-gandhi-marg_679552314_0,100,8
sabz-burj-circle_680551204_0,100,8
sabz-burj-circle_680551205_0,95,8
sabz-burj-circle_680551213_0,93,8
sabz-burj-circle_680551214_0,90,8
sabz-burj-circle_680551215_0,76,8
mehrauli-badarpur-road_681370777_0,0,0
unnamed_681370779_0,0,0
raj-nagar-flyover_682964491_0,0,0
unnamed_682964502_0,0,0
flyover_682964504_0,0,0
nh24-bypass_682964505_0,0,0
flyover_682964507_0,0,0
flyover_682964508_0,0,0
nh24-bypass_682964512_0,0,0
delhi-meerut-expressway_682964514_0,0,0
delhi-meerut-expressway_682964516_0,0,0
nh24-bypass_682971783_0,0,0
delhi-meerut-expressway_682971785_0,0,0
loni-road_683661662_0,0,0
loni-road_683661878_0,0,0
aurobindo-marg_683766465_0,51,5
aurobindo-marg_683766471_0,48,5
abdul-gaffar-khan-marg_683881447_0,0,0
abdul-gaffar-khan-marg_683881447_1,0,0
abdul-gaffar-khan-marg_683881448_0,0,0
loni-road_684354139_0,0,0
loni-road_684354139_1,0,0
mahatma-gandhi-marg_684436613_0,0,0
aurobindo-marg_684436614_0,100,8
mehrauli-gurgaon-road_684436629_0,0,0
mahatma-gandhi-marg_684436632_0,0,0
delhi-meerut-expressway_684512045_0,0,0
loni-road_684712017_0,0,0
loni-road_684712017_1,0,0
unnamed_686514841_0,0,0
unnamed_686514843_0,0,0
unnamed_686514845_0,0,0
nelson-mandela-marg_686515640_0,0,0
nelson-mandela-marg_686515641_0,0,0
nand-nagari-flyover_687049828_0,0,0
nand-nagari-flyover_687049830_0,0,0
wazirabad-road_687049832_0,0,0
wazirabad-road_687050670_0,0,0
flyover_688307594_0,0,0
mehrauli-badarpur-road_688826999_0,0,0
mehrauli-badarpur-road_688827001_0,0,0
mehrauli-badarpur-road_688827002_0,0,0
mall-road_689196356_0,0,0
mall-road_689196357_0,0,0
cariappa-marg_689336446_0,0,0
cariappa-marg_689336446_1,0,0
cariappa-marg_689336450_0,0,0
pankha-road_689336454_0,0,0
unnamed_689336456_0,0,0
unnamed_689434062_0,0,0
unnamed_689434063_0,0,0
unnamed_689434064_0,0,0
mahatma-gandhi-marg_689440610_0,0,0
outer-ring-road_689499494_0,72,8
outer-ring-road_689705963_0,95,7
aurobindo-marg_690251618_0,0,0
mahatma-gandhi-marg_690251619_0,0,0
mathura-road_690251655_0,100,4
mathura-road_690251655_1,0,0
vikas-marg_691886473_0,0,0
vikas-marg_691886474_0,21,2
vikas-marg_691886475_0,78,2
vikas-marg_691886476_0,78,2
swami-dayanand-marg_691975872_0,0,0
akshardham-flyover_694332906_0,0,0
mayur-vihar-phase1-flyover_694332907_0,0,0
dadri-road_694332908_0,0,0
dadri-road_694332938_0,0,0
mayur-vihar-flyover_694332939_0,0,0
akshardham-flyover_694332940_0,0,0
nh24-bypass_694332941_0,0,0
urban-extension-road-ii_694505284_0,0,0
urban-extension-road-ii_694505285_0,0,0
unnamed_694505286_0,0,0
unnamed_694505286_1,0,0
unnamed_694505286_2,0,0
unnamed_694505287_0,0,0
unnamed_694505287_1,0,0
unnamed_694505287_2,0,0
uer-ii_694505288_0,0,0
mayur-vihar-phase1-flyover_696178604_0,0,0
g-t-road_696379375_0,0,0
okhla-estate-marg-flyover_698298777_0,0,0
gt-road_699660182_0,0,0
gt-road_700063432_0,0,0
gt-road_700063433_0,0,0
keshav-chowk_700063435_0,0,0
unnamed_702114799_0,0,0
unnamed_702114800_0,0,0
unnamed_702114800_1,0,0
mathura-road_702121786_0,69,8
mathura-road_702121786_1,97,3
jangpura-road-flyover_704527733_0,100,3
jangpura-road-flyover_704527734_0,100,2
unnamed_705098615_0,0,0
rao-tula-ram-flyover_705412175_0,0,0
rao-tula-ram-flyover_705412176_0,0,0
rao-tula-ram-flyover_705412177_0,0,0
south-extension-flyover_707002818_0,0,0
jangpura-road-flyover_707163415_0,88,8
jangpura-road-flyover_707163416_0,53,8
jangpura-road-flyover_707163417_0,62,8
jangpura-road-flyover_707163418_0,100,8
rani-jhansi-flyover_708804798_0,0,0
rani-jhansi-flyover_708804798_1,0,0
anuvrat-marg_710594427_0,0,0
abdul-gaffar-khan-marg_710645772_0,0,0
abdul-gaffar-khan-marg_710645773_0,0,0
unnamed_710645774_0,0,0
dadri-road_715074746_0,0,0
jangpura-road-flyover_715377036_0,100,7
jangpura-road-flyover_715377037_0,99,7
jangpura-road-flyover_715377038_0,100,8
jangpura-road-flyover_715377039_0,96,6
aurobindo-marg_722082934_0,0,0
vikas-marg_722082941_0,0,0
nh24-bypass_729691537_0,0,0
mathura-road_729701139_0,100,8
