segment_id,road,way_id,highway,km,mid_lon,mid_lat
karkari-mor-flyover_243056163_0,Karkari Mor Flyover,243056163,primary,0.028,77.296171,28.647116
anuvrat-marg_256583522_0,Anuvrat Marg,256583522,trunk,0.77,77.179508,28.509455
acharya-shri-tulsi-marg_256583524_0,Acharya Shri Tulsi Marg,256583524,trunk,0.304,77.175905,28.50695
mathura-road_258237309_0,Mathura Road,258237309,trunk,1.002,77.293444,28.522754
mathura-road_258237309_1,Mathura Road,258237309,trunk,0.866,77.297317,28.514148
okhla-estate-marg-flyover_258237311_0,Okhla Estate Marg Flyover,258237311,trunk,0.031,77.283311,28.538542
mathura-road_258237313_0,Mathura Road,258237313,trunk,1.063,77.281361,28.541207
mathura-road_258237313_1,Mathura Road,258237313,trunk,1.193,77.273793,28.551498
mathura-road_258237313_2,Mathura Road,258237313,trunk,0.62,77.269203,28.557672
dabri-mor-flyover_258900791_0,Dabri Mor Flyover,258900791,primary,0.51,77.085429,28.614053
dabri-mor-flyover_258901182_0,Dabri Mor Flyover,258901182,primary,0.803,77.090777,28.611796
dabri-mor-flyover_258902098_0,Dabri Mor Flyover,258902098,primary,0.095,77.082991,28.615171
dabri-mor-flyover_258902099_0,Dabri Mor Flyover,258902099,primary,0.203,77.092776,28.610931
dabri-mor-flyover_258902101_0,Dabri Mor Flyover,258902101,primary,0.205,77.08941,28.612298
dabri-mor-flyover_258902102_0,Dabri Mor Flyover,258902102,primary,0.071,77.083908,28.614858
nangloi-road_259022070_0,Nangloi road,259022070,primary,1.054,77.053247,28.664924
nangloi-road_259022070_1,Nangloi road,259022070,primary,1.021,77.059969,28.673328
nangloi-road_259022070_2,Nangloi road,259022070,primary,0.021,77.062913,28.676597
nangloi-road_259022071_0,Nangloi road,259022071,primary,0.018,77.049426,28.66214
nangloi-road_259022074_0,Nangloi road,259022074,primary,1.015,77.026242,28.648879
nangloi-road_259022074_1,Nangloi road,259022074,primary,1.056,77.016445,28.643515
nangloi-road_259022074_2,Nangloi road,259022074,primary,0.48,77.010834,28.640477
outer-ring-road_263456933_0,Outer Ring Road,263456933,primary,1.05,77.082445,28.641013
outer-ring-road_263456933_1,Outer Ring Road,263456933,primary,1.003,77.085126,28.648903
outer-ring-road_263456933_2,Outer Ring Road,263456933,primary,0.952,77.090745,28.657717
nh48_264711057_0,NH48,264711057,trunk,0.158,77.16402,28.593374
barapullah-road-flyover_265747902_0,Barapullah Road Flyover,265747902,trunk,0.198,77.221103,28.577582
acharya-shri-tulsi-marg_266776805_0,Acharya Shri Tulsi Marg,266776805,trunk,1.06,77.120313,28.479291
acharya-shri-tulsi-marg_266776805_1,Acharya Shri Tulsi Marg,266776805,trunk,1.054,77.127522,28.482163
acharya-shri-tulsi-marg_266776805_2,Acharya Shri Tulsi Marg,266776805,trunk,1.012,77.135137,28.487683
acharya-shri-tulsi-marg_266776805_3,Acharya Shri Tulsi Marg,266776805,trunk,1.003,77.146476,28.492706
acharya-shri-tulsi-marg_266776805_4,Acharya Shri Tulsi Marg,266776805,trunk,1.03,77.156369,28.497061
acharya-shri-tulsi-marg_266776805_5,Acharya Shri Tulsi Marg,266776805,trunk,1.02,77.167019,28.501835
acharya-shri-tulsi-marg_266776805_6,Acharya Shri Tulsi Marg,266776805,trunk,0.369,77.172577,28.504132
barapullah-road-flyover_287658616_0,Barapullah Road Flyover,287658616,trunk,0.084,77.22182,28.578696
barapullah-road-flyover_287658618_0,Barapullah Road Flyover,287658618,trunk,0.045,77.222429,28.57932
barapullah-road-flyover_287658619_0,Barapullah Road Flyover,287658619,trunk,0.522,77.225039,28.579903
mehrauli-badarpur-road_287870802_0,Mehrauli Badarpur Road,287870802,primary,1.013,77.28398,28.502504
mehrauli-badarpur-road_287870802_1,Mehrauli Badarpur Road,287870802,primary,0.77,77.293317,28.50122
doctor-kb-hedgewar-marg_290137949_0,Doctor KB Hedgewar Marg,290137949,trunk,1.057,77.227895,28.69062
doctor-kb-hedgewar-marg_290137949_1,Doctor KB Hedgewar Marg,290137949,trunk,0.746,77.22927,28.682004
wazirabad-flyover_290137950_0,Wazirabad Flyover,290137950,trunk,0.611,77.227008,28.710372
wazirabad-flyover_290137952_0,Wazirabad Flyover,290137952,trunk,0.566,77.227683,28.707874
wazirabad-flyover_290137953_0,Wazirabad Flyover,290137953,trunk,0.148,77.226611,28.713306
doctor-kb-hedgewar-marg_290137957_0,Doctor KB Hedgewar Marg,290137957,trunk,0.103,77.227838,28.70469
unnamed_290681553_0,unnamed,290681553,primary,0.114,77.086429,28.613502
grand-trunk-road_293091496_0,Grand Trunk Road,293091496,trunk,0.32,77.154689,28.736788
nh44_293091497_0,NH44,293091497,trunk,0.112,77.156109,28.734491
nh248bb_293544334_0,NH248BB,293544334,trunk,0.083,77.057897,28.547243
mahatma-gandhi-marg_297086687_0,Mahatma Gandhi Marg,297086687,trunk,0.541,77.23271,28.667558
doctor-kailash-nath-katju-marg_300032966_0,Doctor Kailash Nath Katju Marg,300032966,primary,0.051,77.114088,28.735028
doctor-kailash-nath-katju-marg_300032969_0,Doctor Kailash Nath Katju Marg,300032969,primary,0.064,77.114286,28.734892
doctor-kailash-nath-katju-marg_300033523_0,Doctor Kailash Nath Katju Marg,300033523,primary,0.066,77.113342,28.73554
doctor-kailash-nath-katju-marg_300033529_0,Doctor Kailash Nath Katju Marg,300033529,primary,0.506,77.111502,28.736802
doctor-kailash-nath-katju-marg_300034120_0,Doctor Kailash Nath Katju Marg,300034120,primary,0.078,77.11311,28.735841
doctor-kailash-nath-katju-marg_300034123_0,Doctor Kailash Nath Katju Marg,300034123,primary,1.072,77.128116,28.72545
doctor-kailash-nath-katju-marg_300034123_1,Doctor Kailash Nath Katju Marg,300034123,primary,0.552,77.134955,28.720725
ashram-railway-flyover_312031898_0,Ashram Railway Flyover,312031898,primary,0.027,77.256615,28.571172
ashram-railway-flyover_312031900_0,Ashram Railway Flyover,312031900,primary,0.024,77.25653,28.571272
mahatma-gandhi-marg_312031901_0,Mahatma Gandhi Marg,312031901,primary,0.058,77.256722,28.571397
nelson-mandela-marg_312126316_0,Nelson Mandela Marg,312126316,primary,0.653,77.163599,28.549896
nelson-mandela-marg_312126317_0,Nelson Mandela Marg,312126317,primary,0.262,77.165086,28.551715
nelson-mandela-marg_312126319_0,Nelson Mandela Marg,312126319,primary,1.153,77.156966,28.540723
nelson-mandela-marg_312126319_1,Nelson Mandela Marg,312126319,primary,0.629,77.152354,28.534573
unnamed_312126635_0,unnamed,312126635,primary,0.325,77.165823,28.552568
nelson-mandela-marg_312127509_0,Nelson Mandela Marg,312127509,primary,0.242,77.162465,28.548118
dwarka-expressway_313488529_0,Dwarka Expressway,313488529,trunk,0.384,77.037551,28.539353
abdul-gaffar-khan-marg_313541230_0,Abdul Gaffar Khan Marg,313541230,primary,0.28,77.160561,28.517618
unnamed_313905499_0,unnamed,313905499,primary,0.031,77.083859,28.610642
dabri-dwarka-road_313905500_0,Dabri Dwarka Road,313905500,primary,1.004,77.082059,28.6104
dabri-dwarka-road_313905500_1,Dabri Dwarka Road,313905500,primary,0.653,77.071853,28.603933
najafgarh-nangloi-road_314926685_0,Najafgarh Nangloi Road,314926685,primary,1.135,77.002657,28.633732
najafgarh-nangloi-road_314926685_1,Najafgarh Nangloi Road,314926685,primary,0.047,77.008254,28.63874
najafgarh-nangloi-road_314926687_0,Najafgarh Nangloi Road,314926687,primary,1.096,77.00431,28.635198
najafgarh-nangloi-road_314926687_1,Najafgarh Nangloi Road,314926687,primary,0.085,77.000016,28.631139
dichaon-road_317513933_0,Dichaon Road,317513933,primary,0.219,76.983748,28.615696
urban-extension-road-ii_358642618_0,Urban Extension Road-II,358642618,trunk,1.017,77.116938,28.806571
urban-extension-road-ii_358642618_1,Urban Extension Road-II,358642618,trunk,0.519,77.1261,28.80864
nh344m_358642619_0,NH344M,358642619,trunk,0.884,77.106973,28.804407
nh344m_358642620_0,NH344M,358642620,trunk,0.882,77.101332,28.802767
urban-extension-road-ii_358642621_0,Urban Extension Road-II,358642621,trunk,1.069,77.076032,28.792585
urban-extension-road-ii_358642621_1,Urban Extension Road-II,358642621,trunk,0.244,77.080434,28.794972
urban-extension-road-ii_358642622_0,Urban Extension Road-II,358642622,trunk,1.013,77.07676,28.793083
urban-extension-road-ii_358642622_1,Urban Extension Road-II,358642622,trunk,0.293,77.072756,28.786986
doctor-kb-hedgewar-marg_361729387_0,Doctor KB Hedgewar Marg,361729387,primary,0.184,77.22748,28.708943
shalimar-bagh-flyover_364876214_0,Shalimar Bagh Flyover,364876214,primary,1.206,77.165106,28.702126
shalimar-bagh-flyover_364876214_1,Shalimar Bagh Flyover,364876214,primary,0.25,77.171206,28.704577
mahatma-gandhi-road_364876217_0,Mahatma Gandhi Road,364876217,primary,0.17,77.157879,28.699845
delhi-dehradun-expressway_370545019_0,Delhi-Dehradun Expressway,370545019,motorway,0.421,77.274348,28.626215
outer-ring-road_374689514_0,Outer Ring Road,374689514,primary,0.371,77.092975,28.670563
outer-ring-road_374689515_0,Outer Ring Road,374689515,primary,0.264,77.092743,28.667327
unnamed_374689518_0,unnamed,374689518,primary,0.213,77.09267,28.669362
unnamed_386439543_0,unnamed,386439543,primary,0.331,77.143011,28.575339
nh9_387636774_0,NH9,387636774,trunk,1.01,76.952325,28.689189
nh9_387636774_1,NH9,387636774,trunk,0.294,76.959829,28.688508
gt-road_387636933_0,GT Road,387636933,trunk,0.052,77.325226,28.676432
mathura-road_387683750_0,Mathura Road,387683750,trunk,1.109,77.304489,28.48791
anuvrat-marg_391981117_0,Anuvrat Marg,391981117,trunk,0.034,77.114984,28.481421
delhi-noida-direct-flyway_395885008_0,Delhi-Noida Direct Flyway,395885008,motorway,0.328,77.266969,28.578367
delhi-noida-direct-flyway_395885010_0,Delhi-Noida Direct Flyway,395885010,motorway,0.478,77.271073,28.581281
doctor-kb-hedgewar-marg_395885012_0,Doctor KB Hedgewar Marg,395885012,primary,0.484,77.226685,28.710966
doctor-kb-hedgewar-marg_395885013_0,Doctor KB Hedgewar Marg,395885013,primary,0.485,77.226933,28.711434
shaheed-captain-vikram-batra-flyover_395885014_0,Shaheed Captain Vikram Batra Flyover,395885014,trunk,0.238,77.157964,28.736141
nizamuddin-road-flyover_395885020_0,Nizamuddin Road Flyover,395885020,trunk,0.073,77.254816,28.600991
mahatma-gandhi-marg_395885021_0,Mahatma Gandhi Marg,395885021,primary,0.047,77.179007,28.707286
mahatma-gandhi-marg_395885022_0,Mahatma Gandhi Marg,395885022,primary,0.094,77.178315,28.708105
mahatma-gandhi-marg_395885023_0,Mahatma Gandhi Marg,395885023,trunk,0.144,77.231884,28.669424
nizamuddin-railway-station-flyover_395885024_0,Nizamuddin Railway Station Flyover,395885024,trunk,0.072,77.257487,28.592431
mahatma-gandhi-road_395885025_0,Mahatma Gandhi Road,395885025,trunk,0.145,77.229777,28.678123
unnamed_395885043_0,unnamed,395885043,trunk,0.547,77.233642,28.670546
unnamed_395885044_0,unnamed,395885044,trunk,0.556,77.238722,28.672638
shaheed-captain-vikram-batra-flyover_395885045_0,Shaheed Captain Vikram Batra Flyover,395885045,trunk,0.113,77.154504,28.734005
unnamed_415785283_0,unnamed,415785283,primary,0.011,77.226769,28.515636
baba-banda-singh-bahadur-setu_428242223_0,Baba Banda Singh Bahadur Setu,428242223,trunk,0.667,77.261445,28.582183
swami-dayanand-marg_446686628_0,Swami Dayanand Marg,446686628,primary,0.436,77.303726,28.638362
swami-dayanand-marg_446686632_0,Swami Dayanand Marg,446686632,primary,0.033,77.314682,28.636452
road-number-57_446734301_0,Road Number 57,446734301,primary,0.633,77.307935,28.63609
vikas-marg_446922580_0,Vikas Marg,446922580,primary,1.029,77.28016,28.632377
vikas-marg_446922580_1,Vikas Marg,446922580,primary,0.077,77.285685,28.636003
vikas-marg_446923135_0,Vikas Marg,446923135,primary,0.058,77.274893,28.628699
road-number-57_446957212_0,Road Number 57,446957212,primary,0.079,77.306209,28.636132
vikas-marg_447130904_0,Vikas Marg,447130904,primary,0.083,77.250155,28.628124
swami-dayanand-marg_447602097_0,Swami Dayanand Marg,447602097,primary,0.07,77.301346,28.641014
delhi-meerut-expressway_447654041_0,Delhi - Meerut Expressway,447654041,motorway,0.114,77.256552,28.598272
delhi-meerut-expressway_447654044_0,Delhi - Meerut Expressway,447654044,motorway,0.373,77.269675,28.603957
flyover_447654046_0,Flyover,447654046,trunk,0.183,77.286649,28.616341
delhi-meerut-expressway_447654047_0,Delhi - Meerut Expressway,447654047,motorway,0.568,77.278379,28.608383
chirag-delhi-flyover_447654050_0,Chirag Delhi Flyover,447654050,primary,0.033,77.235068,28.540623
rani-jhansi-flyover_464265868_0,Rani Jhansi Flyover,464265868,primary,1.017,77.207169,28.66302
rani-jhansi-flyover_464265868_1,Rani Jhansi Flyover,464265868,primary,0.309,77.21023,28.667049
unnamed_472576395_0,unnamed,472576395,primary,0.269,77.139642,28.573777
wazirabad-road_475165730_0,Wazirabad Road,475165730,trunk,0.174,77.251107,28.705188
wazirabad-road_475165731_0,Wazirabad Road,475165731,trunk,0.35,77.249621,28.705095
cariappa-marg_488174447_0,Cariappa Marg,488174447,primary,0.024,77.124904,28.60596
bhagwan-mahavir-marg_488174453_0,Bhagwan Mahavir Marg,488174453,primary,1.023,77.07794,28.617543
bhagwan-mahavir-marg_488174453_1,Bhagwan Mahavir Marg,488174453,primary,0.815,77.069721,28.621561
bhagwan-mahavir-marg_488174454_0,Bhagwan Mahavir Marg,488174454,primary,1.071,77.069081,28.622259
bhagwan-mahavir-marg_488174454_1,Bhagwan Mahavir Marg,488174454,primary,0.932,77.078319,28.617455
shivaji-marg_488174462_0,Shivaji Marg,488174462,primary,0.392,77.079739,28.630394
shivaji-marg_488174464_0,Shivaji Marg,488174464,primary,0.249,77.08005,28.630757
shivaji-marg_492441456_0,Shivaji Marg,492441456,primary,0.011,77.077568,28.629817
shivaji-marg_492441457_0,Shivaji Marg,492441457,primary,0.116,77.078097,28.630132
rohtak-road_501786881_0,Rohtak Road,501786881,primary,0.15,77.158227,28.670982
doctor-kb-hedgewar-marg_502428936_0,Doctor KB Hedgewar Marg,502428936,trunk,0.649,77.191197,28.730054
doctor-kb-hedgewar-marg_502428942_0,Doctor KB Hedgewar Marg,502428942,trunk,0.345,77.161725,28.737526
doctor-kb-hedgewar-marg_502428945_0,Doctor KB Hedgewar Marg,502428945,trunk,1.149,77.20666,28.725869
doctor-kb-hedgewar-marg_502428945_1,Doctor KB Hedgewar Marg,502428945,trunk,1.055,77.218473,28.721587
doctor-kb-hedgewar-marg_502428945_2,Doctor KB Hedgewar Marg,502428945,trunk,0.777,77.22567,28.717881
doctor-kb-hedgewar-marg_502428949_0,Doctor KB Hedgewar Marg,502428949,trunk,0.645,77.188269,28.731005
outer-ring-road_514521566_0,Outer Ring Road,514521566,primary,1.02,77.194627,28.54653
outer-ring-road_514521566_1,Outer Ring Road,514521566,primary,0.019,77.197755,28.545713
khelgaon-flyover_514521567_0,Khelgaon Flyover,514521567,primary,0.035,77.206625,28.543721
wazirabad-flyover_519172099_0,Wazirabad Flyover,519172099,trunk,0.142,77.227722,28.704647
wazirabad-flyover_519172101_0,Wazirabad Flyover,519172101,trunk,0.15,77.226616,28.712732
doctor-kb-hedgewar-marg_519440485_0,Doctor KB Hedgewar Marg,519440485,trunk,0.788,77.176512,28.734279
burari-flyover_519440486_0,Burari Flyover,519440486,trunk,0.158,77.19721,28.728686
burari-flyover_519440487_0,Burari Flyover,519440487,trunk,0.159,77.198802,28.72841
bhalswa-flyover_519440488_0,Bhalswa Flyover,519440488,trunk,0.16,77.166539,28.737532
bhalswa-flyover_519440489_0,Bhalswa Flyover,519440489,trunk,0.162,77.168183,28.737361
doctor-kb-hedgewar-marg_519440490_0,Doctor KB Hedgewar Marg,519440490,trunk,0.27,77.181861,28.732435
doctor-kb-hedgewar-marg_519440491_0,Doctor KB Hedgewar Marg,519440491,trunk,0.27,77.183185,28.732204
bhalswa-flyover_519440492_0,Bhalswa Flyover,519440492,trunk,0.268,77.169835,28.736853
outer-ring-road_519444400_0,Outer Ring Road,519444400,primary,1.007,77.141337,28.7231
outer-ring-road_519444400_1,Outer Ring Road,519444400,primary,0.541,77.139635,28.71644
outer-ring-road_519444401_0,Outer Ring Road,519444401,primary,0.818,77.140192,28.72043
outer-ring-road_519444402_0,Outer Ring Road,519444402,trunk,0.423,77.14958,28.730716
outer-ring-road_519444403_0,Outer Ring Road,519444403,trunk,0.276,77.149107,28.730593
outer-ring-road_519444404_0,Outer Ring Road,519444404,trunk,0.748,77.134207,28.707458
outer-ring-road_519444407_0,Outer Ring Road,519444407,trunk,0.572,77.135101,28.708619
mangolpuri-flyover_519445877_0,Mangolpuri Flyover,519445877,trunk,0.233,77.098453,28.691863
mangolpuri-flyover_519445878_0,Mangolpuri Flyover,519445878,trunk,0.299,77.121613,28.698732
mangolpuri-flyover_519445879_0,Mangolpuri Flyover,519445879,trunk,0.234,77.098384,28.691941
outer-ring-road_519445880_0,Outer Ring Road,519445880,trunk,0.601,77.126174,28.700796
mangolpuri-flyover_519445881_0,Mangolpuri Flyover,519445881,trunk,1.011,77.10274,28.693571
mangolpuri-flyover_519445881_1,Mangolpuri Flyover,519445881,trunk,1.075,77.114258,28.696785
mangolpuri-flyover_519445881_2,Mangolpuri Flyover,519445881,trunk,0.025,77.119973,28.698333
mangolpuri-flyover_519445882_0,Mangolpuri Flyover,519445882,trunk,1.072,77.1123,28.696224
mangolpuri-flyover_519445882_1,Mangolpuri Flyover,519445882,trunk,1.002,77.102461,28.693396
mangolpuri-flyover_519445882_2,Mangolpuri Flyover,519445882,trunk,0.035,77.09945,28.692455
outer-ring-road_519665076_0,Outer Ring Road,519665076,primary,0.341,77.080607,28.635792
outer-ring-road_519665080_0,Outer Ring Road,519665080,primary,0.254,77.092002,28.664088
outer-ring-road_519665087_0,Outer Ring Road,519665087,primary,0.252,77.09196,28.663103
savitri-flyover_523568279_0,Savitri Flyover,523568279,primary,0.023,77.237563,28.541091
nizamuddin-road-flyover_523568281_0,Nizamuddin Road Flyover,523568281,trunk,0.079,77.256738,28.595083
swami-dayanand-marg_523568286_0,Swami Dayanand Marg,523568286,primary,0.1,77.302076,28.640339
road-number-57_523568289_0,Road Number 57,523568289,primary,0.109,77.313559,28.636383
vikas-marg_523568293_0,Vikas Marg,523568293,primary,0.118,77.259721,28.628168
road-number-57_523568295_0,Road Number 57,523568295,primary,0.108,77.312458,28.636224
dwarka-flyover_532686697_0,Dwarka Flyover,532686697,primary,0.858,77.084299,28.587836
iit-flyover_532693131_0,IIT Flyover,532693131,primary,0.891,77.185064,28.55009
outer-ring-road_532737410_0,Outer Ring Road,532737410,primary,0.286,77.255858,28.548236
outer-ring-road_532737411_0,Outer Ring Road,532737411,primary,0.308,77.257719,28.548735
outer-ring-road_532737412_0,Outer Ring Road,532737412,primary,0.154,77.262705,28.549726
outer-ring-road_532737420_0,Outer Ring Road,532737420,primary,0.605,77.257378,28.548618
iit-flyover_532737422_0,IIT Flyover,532737422,primary,0.111,77.204379,28.543757
outer-ring-road_532737425_0,Outer Ring Road,532737425,primary,0.011,77.206151,28.543655
outer-ring-road_532737427_0,Outer Ring Road,532737427,primary,1.011,77.191981,28.547228
iit-flyover_532737429_0,IIT Flyover,532737429,primary,0.889,77.184506,28.550227
palam-marg_532737432_0,Palam Marg,532737432,primary,0.21,77.178085,28.55433
delhi-gurugram-expressway_532737436_0,Delhi-Gurugram Expressway,532737436,motorway,0.447,77.134658,28.570167
dwarka-flyover_532739760_0,Dwarka Flyover,532739760,primary,0.507,77.082298,28.592052
road-number-201_532739767_0,Road Number 201,532739767,primary,0.605,77.07359,28.594333
delhi-gurugram-expressway_532740517_0,Delhi-Gurugram Expressway,532740517,motorway,0.697,77.138606,28.57307
abdul-gaffar-khan-marg_533569871_0,Abdul Gaffar Khan Marg,533569871,primary,0.018,77.124232,28.546987
ulan-batar-road_541882688_0,Ulan Batar Road,541882688,primary,0.081,77.128597,28.567531
ho-chi-minh-marg_541887313_0,Ho Chi Minh Marg,541887313,primary,0.712,77.213144,28.543074
ho-chi-minh-marg_541887314_0,Ho Chi Minh Marg,541887314,primary,1.217,77.220312,28.542634
ho-chi-minh-marg_541887314_1,Ho Chi Minh Marg,541887314,primary,0.101,77.226176,28.542177
nh48_553321280_0,NH48,553321280,trunk,0.2,77.162298,28.592443
nh48_553321281_0,NH48,553321281,trunk,0.153,77.162881,28.592685
nh48_553321282_0,NH48,553321282,trunk,0.119,77.164548,28.593432
outer-ring-road_554288622_0,Outer Ring Road,554288622,primary,0.801,77.241583,28.542803
nh48_554798484_0,NH48,554798484,trunk,0.153,77.163775,28.593265
nh48_554798486_0,NH48,554798486,trunk,0.589,77.153729,28.589206
okhla-estate-marg-flyover_554976656_0,Okhla Estate Marg Flyover,554976656,trunk,0.233,77.283436,28.538353
okhla-estate-marg-flyover_554976657_0,Okhla Estate Marg Flyover,554976657,trunk,0.236,77.28472,28.536572
dwarka-palam-road_555197179_0,Dwarka-Palam Road,555197179,primary,0.266,77.122551,28.569635
chirag-delhi-flyover_555197181_0,Chirag Delhi Flyover,555197181,primary,0.061,77.227768,28.54193
khelgaon-flyover_555197182_0,Khelgaon Flyover,555197182,primary,0.069,77.211823,28.543187
dwarka-flyover_555197184_0,Dwarka Flyover,555197184,primary,0.123,77.079304,28.593032
chirag-delhi-flyover_555197188_0,Chirag Delhi Flyover,555197188,primary,0.064,77.235132,28.540704
outer-ring-road_555197190_0,Outer Ring Road,555197190,primary,0.276,77.264253,28.552173
outer-ring-road_555197191_0,Outer Ring Road,555197191,primary,0.224,77.26504,28.554107
mahatma-gandhi-marg_555197195_0,Mahatma Gandhi Marg,555197195,primary,0.224,77.259909,28.57339
mahatma-gandhi-marg_555197196_0,Mahatma Gandhi Marg,555197196,primary,0.233,77.260417,28.574059
mahatma-gandhi-marg_555197199_0,Mahatma Gandhi Marg,555197199,primary,0.027,77.263374,28.57561
nizamuddin-railway-station-flyover_555197202_0,Nizamuddin Railway Station Flyover,555197202,trunk,0.066,77.259113,28.587468
delhi-meerut-expressway_555197207_0,Delhi - Meerut Expressway,555197207,motorway,0.15,77.267314,28.603122
delhi-meerut-expressway_555197209_0,Delhi - Meerut Expressway,555197209,motorway,0.327,77.257867,28.598917
mahatma-gandhi-marg_555197211_0,Mahatma Gandhi Marg,555197211,trunk,0.464,77.255891,28.597042
mahatma-gandhi-marg_555197213_0,Mahatma Gandhi Marg,555197213,trunk,0.279,77.254797,28.600548
delhi-meerut-expressway_555197217_0,Delhi - Meerut Expressway,555197217,motorway,0.349,77.272963,28.605646
delhi-meerut-expressway_555197219_0,Delhi - Meerut Expressway,555197219,motorway,0.714,77.277777,28.608108
delhi-meerut-expressway_555197225_0,Delhi - Meerut Expressway,555197225,motorway,0.17,77.286574,28.616642
palam-marg_555517575_0,Palam Marg,555517575,primary,0.066,77.164301,28.569006
moolchand-underpass_556741446_0,Moolchand Underpass,556741446,primary,0.314,77.237686,28.565185
ho-chi-minh-marg_557707164_0,Ho Chi Minh Marg,557707164,primary,0.13,77.239057,28.541874
palam-marg_558065087_0,Palam Marg,558065087,primary,0.322,77.163265,28.570523
palam-marg_558065090_0,Palam Marg,558065090,primary,0.243,77.166619,28.565492
nelson-mandela-marg_560463182_0,Nelson Mandela Marg,560463182,primary,0.031,77.171091,28.559306
anuvrat-marg_560651110_0,Anuvrat Marg,560651110,trunk,0.058,77.189966,28.526733
south-extension-flyover_561759715_0,South Extension Flyover,561759715,primary,0.097,77.227858,28.566809
moolchand-underpass_561759716_0,Moolchand Underpass,561759716,primary,0.201,77.232055,28.565586
ho-chi-minh-marg_561859656_0,Ho Chi Minh Marg,561859656,primary,0.086,77.213147,28.543182
moolchand-underpass_563679827_0,Moolchand Underpass,563679827,primary,0.208,77.231908,28.565686
south-extension-flyover_563679828_0,South Extension Flyover,563679828,primary,0.074,77.228775,28.566537
mehrauli-badarpur-road_563714762_0,Mehrauli Badarpur Road,563714762,primary,0.634,77.223231,28.516233
mehrauli-badarpur-road_563714763_0,Mehrauli Badarpur Road,563714763,primary,0.173,77.227682,28.515298
unnamed_563714764_0,unnamed,563714764,primary,0.04,77.227175,28.515565
mehrauli-badarpur-road_563714765_0,Mehrauli Badarpur Road,563714765,primary,0.292,77.224226,28.516111
aurobindo-marg_563714771_0,Aurobindo Marg,563714771,trunk,0.04,77.19493,28.531811
mehrauli-badarpur-road_563714773_0,Mehrauli Badarpur Road,563714773,primary,0.548,77.193435,28.522634
aurobindo-marg_563714774_0,Aurobindo Marg,563714774,trunk,0.402,77.189966,28.528358
aurobindo-marg_563714776_0,Aurobindo Marg,563714776,trunk,0.943,77.199094,28.539325
south-extension-flyover_564173144_0,South Extension Flyover,564173144,primary,0.506,77.224458,28.568189
aiims-flyover_564173145_0,AIIMS Flyover,564173145,primary,0.115,77.211167,28.569048
mahatma-gandhi-marg_565938868_0,Mahatma Gandhi Marg,565938868,primary,0.466,77.212052,28.569116
south-extension-flyover_565938870_0,South Extension Flyover,565938870,primary,0.068,77.223078,28.568583
mahatma-gandhi-marg_565938871_0,Mahatma Gandhi Marg,565938871,primary,0.647,77.219681,28.568805
aurobindo-marg_566009657_0,Aurobindo Marg,566009657,trunk,0.236,77.193768,28.530858
modi-mill-flyover_566009662_0,Modi Mill Flyover,566009662,primary,0.054,77.266137,28.555124
anuvrat-marg_566009663_0,Anuvrat Marg,566009663,trunk,0.012,77.18925,28.527649
aurobindo-marg_566009664_0,Aurobindo Marg,566009664,trunk,0.013,77.189154,28.527565
anuvrat-marg_566009665_0,Anuvrat Marg,566009665,trunk,1.026,77.186183,28.514001
anuvrat-marg_566009665_1,Anuvrat Marg,566009665,trunk,0.48,77.189629,28.522162
palam-marg_566157559_0,Palam Marg,566157559,primary,0.281,77.162474,28.571252
palam-marg_566157560_0,Palam Marg,566157560,primary,0.035,77.16226,28.571935
palam-marg_566157561_0,Palam Marg,566157561,primary,0.034,77.161846,28.572084
anuvrat-marg_566465685_0,Anuvrat Marg,566465685,trunk,0.076,77.190173,28.523575
mehrauli-badarpur-road_566465686_0,Mehrauli Badarpur Road,566465686,primary,0.078,77.190515,28.52337
anuvrat-marg_566465687_0,Anuvrat Marg,566465687,trunk,0.309,77.190126,28.526057
aurobindo-marg_566680380_0,Aurobindo Marg,566680380,trunk,0.243,77.193425,28.530802
ashram-railway-flyover_566680381_0,Ashram Railway Flyover,566680381,primary,0.019,77.256637,28.571186
lajpat-nagar-flyover_566680382_0,Lajpat Nagar Flyover,566680382,primary,0.038,77.253843,28.568495
lajpat-nagar-flyover_566680385_0,Lajpat Nagar Flyover,566680385,primary,1.179,77.252032,28.56607
nehru-place-flyover_566680390_0,Nehru Place Flyover,566680390,primary,0.062,77.247312,28.544919
modi-mill-flyover_566680393_0,Modi Mill Flyover,566680393,primary,0.098,77.267102,28.555746
mehrauli-badarpur-road_566680398_0,Mehrauli Badarpur Road,566680398,primary,0.008,77.215408,28.517959
mahatma-gandhi-marg_567831190_0,Mahatma Gandhi Marg,567831190,primary,0.036,77.193134,28.569381
mahatma-gandhi-marg_567831208_0,Mahatma Gandhi Marg,567831208,primary,0.077,77.168618,28.590465
moti-bagh-flyover_567831209_0,Moti Bagh Flyover,567831209,primary,0.036,77.174791,28.580602
aurobindo-marg_570413611_0,Aurobindo Marg,570413611,trunk,0.309,77.196465,28.534295
aurobindo-marg_570413612_0,Aurobindo Marg,570413612,trunk,0.096,77.195898,28.53327
aurobindo-marg_570413613_0,Aurobindo Marg,570413613,trunk,0.017,77.194888,28.532007
aiims-flyover_570427347_0,AIIMS Flyover,570427347,primary,0.043,77.210066,28.569929
