segment_id,road,way_id,highway,km,mid_lon,mid_lat
akshardham-flyover_694332940_0,Akshardham Flyover,694332940,trunk,0.145,77.281917,28.615153
nh24-bypass_694332941_0,NH24 Bypass,694332941,trunk,0.191,77.284408,28.615304
urban-extension-road-ii_694505284_0,Urban Extension Road-II,694505284,trunk,0.056,77.072176,28.786358
urban-extension-road-ii_694505285_0,Urban Extension Road-II,694505285,trunk,0.059,77.072052,28.785803
unnamed_694505286_0,unnamed,694505286,primary,1.157,77.062473,28.767392
unnamed_694505286_1,unnamed,694505286,primary,1.065,77.069019,28.780555
unnamed_694505286_2,unnamed,694505286,primary,0.396,77.071495,28.785538
unnamed_694505287_0,unnamed,694505287,primary,1.1,77.06986,28.7808
unnamed_694505287_1,unnamed,694505287,primary,1.035,77.063939,28.769155
unnamed_694505287_2,unnamed,694505287,primary,0.257,77.062537,28.766403
uer-ii_694505288_0,UER II,694505288,primary,0.737,77.059385,28.76142
mayur-vihar-phase1-flyover_696178604_0,Mayur Vihar Phase1 Flyover,696178604,trunk,0.512,77.288937,28.603328
g-t-road_696379375_0,G.T Road,696379375,primary,0.02,77.307294,28.675894
okhla-estate-marg-flyover_698298777_0,Okhla Estate Marg Flyover,698298777,trunk,0.293,77.285478,28.534955
gt-road_699660182_0,GT Road,699660182,primary,0.253,77.277306,28.672471
gt-road_700063432_0,GT Road,700063432,primary,0.316,77.283815,28.673413
gt-road_700063433_0,GT Road,700063433,primary,0.271,77.282303,28.672991
keshav-chowk_700063435_0,Keshav Chowk,700063435,primary,0.063,77.280236,28.673196
unnamed_702114799_0,unnamed,702114799,trunk,0.283,77.26162,28.670958
unnamed_702114800_0,unnamed,702114800,trunk,1.008,77.264656,28.670304
unnamed_702114800_1,unnamed,702114800,trunk,0.133,77.26109,28.671486
mathura-road_702121786_0,Mathura Road,702121786,trunk,1.016,77.300602,28.505994
mathura-road_702121786_1,Mathura Road,702121786,trunk,0.125,77.299791,28.502547
jangpura-road-flyover_704527733_0,Jangpura Road Flyover,704527733,primary,0.014,77.255285,28.576338
jangpura-road-flyover_704527734_0,Jangpura Road Flyover,704527734,primary,0.012,77.255436,28.576285
unnamed_705098615_0,unnamed,705098615,primary,0.056,77.182881,28.7324
rao-tula-ram-flyover_705412175_0,Rao Tula Ram Flyover,705412175,trunk,0.073,77.163184,28.570452
rao-tula-ram-flyover_705412176_0,Rao Tula Ram Flyover,705412176,trunk,0.086,77.15751,28.575882
rao-tula-ram-flyover_705412177_0,Rao Tula Ram Flyover,705412177,trunk,0.801,77.160558,28.574179
south-extension-flyover_707002818_0,South Extension Flyover,707002818,primary,0.066,77.222507,28.568531
jangpura-road-flyover_707163415_0,Jangpura Road Flyover,707163415,primary,0.017,77.251832,28.581135
jangpura-road-flyover_707163416_0,Jangpura Road Flyover,707163416,primary,0.14,77.252011,28.58076
jangpura-road-flyover_707163417_0,Jangpura Road Flyover,707163417,primary,0.017,77.251969,28.581014
jangpura-road-flyover_707163418_0,Jangpura Road Flyover,707163418,primary,0.138,77.252391,28.580368
rani-jhansi-flyover_708804798_0,Rani Jhansi Flyover,708804798,primary,1.004,77.208333,28.66476
rani-jhansi-flyover_708804798_1,Rani Jhansi Flyover,708804798,primary,0.312,77.20386,28.660766
anuvrat-marg_710594427_0,Anuvrat Marg,710594427,trunk,0.019,77.176684,28.507783
abdul-gaffar-khan-marg_710645772_0,Abdul Gaffar Khan Marg,710645772,primary,0.053,77.175976,28.508036
abdul-gaffar-khan-marg_710645773_0,Abdul Gaffar Khan Marg,710645773,primary,0.072,77.175905,28.507953
unnamed_710645774_0,unnamed,710645774,primary,0.013,77.176557,28.507653
dadri-road_715074746_0,Dadri Road,715074746,trunk,0.425,77.286094,28.608742
jangpura-road-flyover_715377036_0,Jangpura Road Flyover,715377036,primary,0.05,77.25439,28.577653
jangpura-road-flyover_715377037_0,Jangpura Road Flyover,715377037,primary,0.019,77.253881,28.578211
jangpura-road-flyover_715377038_0,Jangpura Road Flyover,715377038,primary,0.029,77.254109,28.578024
jangpura-road-flyover_715377039_0,Jangpura Road Flyover,715377039,primary,0.135,77.253122,28.579222
aurobindo-marg_722082934_0,Aurobindo Marg,722082934,trunk,0.099,77.209318,28.572183
vikas-marg_722082941_0,Vikas Marg,722082941,primary,0.039,77.276564,28.629781
nh24-bypass_729691537_0,NH24 Bypass,729691537,trunk,0.219,77.284398,28.614659
mathura-road_729701139_0,Mathura Road,729701139,primary,0.007,77.25145,28.582625
nh24-bypass_729897421_0,NH24 Bypass,729897421,trunk,0.026,77.28318,28.614222
flyover_729959837_0,Flyover,729959837,trunk,0.037,77.287625,28.617385
flyover_729959838_0,Flyover,729959838,trunk,0.174,77.286522,28.616758
delhi-meerut-expressway_729959849_0,Delhi - Meerut Expressway,729959849,motorway,0.235,77.284937,28.615268
delhi-meerut-expressway_729959850_0,Delhi - Meerut Expressway,729959850,motorway,0.037,77.287426,28.616961
mathura-road_730237457_0,Mathura Road,730237457,primary,0.098,77.251649,28.582569
rao-tula-ram-flyover_732015758_0,Rao Tula Ram Flyover,732015758,trunk,0.09,77.153026,28.574249
unnamed_732888986_0,unnamed,732888986,primary,0.016,77.159768,28.518355
unnamed_733740787_0,unnamed,733740787,trunk,0.094,77.31306,28.626124
flyover_733740794_0,Flyover,733740794,trunk,0.48,77.300178,28.621329
flyover_733740798_0,Flyover,733740798,trunk,0.713,77.29679,28.620171
national-highway-24-bypass_733740804_0,National Highway 24 Bypass,733740804,trunk,0.294,77.320857,28.628645
national-highway-24-bypass_733740805_0,National Highway 24 Bypass,733740805,trunk,0.315,77.31887,28.627944
national-highway-24-bypass_733740806_0,National Highway 24 Bypass,733740806,trunk,0.262,77.314334,28.626489
flyover_733740807_0,Flyover,733740807,trunk,0.224,77.311649,28.625592
flyover_733740808_0,Flyover,733740808,trunk,0.351,77.308739,28.62466
flyover_733740810_0,Flyover,733740810,trunk,0.267,77.302977,28.62269
flyover_733740811_0,Flyover,733740811,trunk,0.033,77.297742,28.62093
national-highway-24-bypass_733740813_0,National Highway 24 Bypass,733740813,trunk,0.314,77.316011,28.626616
unnamed_733740814_0,unnamed,733740814,trunk,0.249,77.314632,28.626129
vikas-marg_733803584_0,Vikas Marg,733803584,primary,0.611,77.260591,28.628221
mahatma-gandhi-marg_733803586_0,Mahatma Gandhi Marg,733803586,trunk,0.138,77.246725,28.632245
vikas-marg_733803591_0,Vikas Marg,733803591,primary,0.104,77.274053,28.62826
vikas-marg_733803592_0,Vikas Marg,733803592,primary,0.978,77.290758,28.638481
vikas-marg_733803593_0,Vikas Marg,733803593,primary,0.972,77.289222,28.637912
mahatma-gandhi-marg_733804241_0,Mahatma Gandhi Marg,733804241,trunk,0.218,77.24714,28.633246
national-highway-24-bypass-flyover_739709584_0,National Highway 24 Bypass Flyover,739709584,trunk,0.177,77.328345,28.631081
national-highway-24-bypass-flyover_739709585_0,National Highway 24 Bypass Flyover,739709585,trunk,0.178,77.328399,28.630664
delhi-meerut-expressway_739709587_0,Delhi - Meerut Expressway,739709587,motorway,0.23,77.327099,28.630397
national-highway-24-bypass-flyover_739709590_0,National Highway 24 Bypass Flyover,739709590,trunk,0.277,77.325711,28.629783
delhi-meerut-expressway_739709591_0,Delhi - Meerut Expressway,739709591,motorway,0.173,77.325429,28.629869
delhi-meerut-expressway_739709592_0,Delhi - Meerut Expressway,739709592,motorway,0.23,77.329265,28.631222
national-highway-24-bypass-flyover_739709594_0,National Highway 24 Bypass Flyover,739709594,trunk,0.245,77.329761,28.631554
national-highway-24-bypass-flyover_739709596_0,National Highway 24 Bypass Flyover,739709596,trunk,0.248,77.326226,28.630414
nh236_742199520_0,NH236,742199520,trunk,0.014,77.190037,28.523456
unnamed_742199521_0,unnamed,742199521,primary,0.014,77.190178,28.523446
unnamed_742199522_0,unnamed,742199522,primary,0.015,77.190008,28.523336
nh236_746580216_0,NH236,746580216,trunk,0.05,77.190008,28.523336
akshardham-flyover_747943913_0,Akshardham Flyover,747943913,trunk,0.17,77.284901,28.610986
national-highway-24-bypass_747966456_0,National Highway 24 Bypass,747966456,trunk,0.325,77.321143,28.628339
delhi-meerut-expressway_747966458_0,Delhi - Meerut Expressway,747966458,motorway,0.194,77.330733,28.631568
delhi-meerut-expressway_747966459_0,Delhi - Meerut Expressway,747966459,motorway,0.193,77.330834,28.631728
national-highway-24-bypass_747966465_0,National Highway 24 Bypass,747966465,trunk,0.026,77.313315,28.626195
unnamed_747974877_0,unnamed,747974877,trunk,0.113,77.312569,28.625427
new-rohtak-road_749606311_0,New Rohtak Road,749606311,primary,1.078,77.198295,28.655768
new-rohtak-road_749606311_1,New Rohtak Road,749606311,primary,0.262,77.204521,28.652505
new-rohtak-road_749606312_0,New Rohtak Road,749606312,primary,0.74,77.177679,28.66391
mahatma-gandhi-road_749606334_0,Mahatma Gandhi Road,749606334,primary,0.216,77.153878,28.692431
unnamed_750226391_0,unnamed,750226391,primary,0.015,77.159667,28.518539
anuvrat-marg_750226392_0,Anuvrat Marg,750226392,trunk,0.04,77.18955,28.527406
anuvrat-marg_750226393_0,Anuvrat Marg,750226393,trunk,0.011,77.189078,28.527639
anuvrat-marg_750226396_0,Anuvrat Marg,750226396,trunk,0.077,77.190024,28.526969
nelson-mandela-marg_753091493_0,Nelson Mandela Marg,753091493,primary,0.013,77.166238,28.553472
nh44_754138615_0,NH44,754138615,trunk,0.114,77.156246,28.734544
mathura-road_754148107_0,Mathura Road,754148107,trunk,0.517,77.265924,28.562343
barapullah-road-flyover_754159802_0,Barapullah Road Flyover,754159802,trunk,0.015,77.209529,28.572949
flyover_754372054_0,Flyover,754372054,trunk,0.055,77.161108,28.592356
flyover_754372056_0,Flyover,754372056,trunk,0.344,77.159523,28.591694
flyover_754372057_0,Flyover,754372057,trunk,0.107,77.157488,28.590713
cariappa-marg_754391958_0,Cariappa Marg,754391958,primary,0.179,77.159753,28.591918
cariappa-marg_754391960_0,Cariappa Marg,754391960,primary,0.199,77.159945,28.592227
flyover_754391963_0,Flyover,754391963,trunk,0.11,77.161513,28.592486
cariappa-marg_754391964_0,Cariappa Marg,754391964,primary,0.041,77.159209,28.592592
rani-jhansi-flyover_754398376_0,Rani Jhansi Flyover,754398376,primary,0.14,77.202918,28.658789
rani-jhansi-flyover_754398377_0,Rani Jhansi Flyover,754398377,primary,0.117,77.203038,28.658732
rani-jhansi-flyover_754398389_0,Rani Jhansi Flyover,754398389,primary,0.263,77.21287,28.667624
rani-jhansi-flyover_754398390_0,Rani Jhansi Flyover,754398390,primary,0.262,77.212666,28.66758
abdul-gaffar-khan-marg_755924313_0,Abdul Gaffar Khan Marg,755924313,primary,0.037,77.124813,28.546722
abdul-gaffar-khan-marg_755924315_0,Abdul Gaffar Khan Marg,755924315,primary,0.018,77.124241,28.546878
nh236_758890825_0,NH236,758890825,trunk,0.014,77.190041,28.523583
anuvrat-marg_758890826_0,Anuvrat Marg,758890826,trunk,0.046,77.176966,28.508115
abdul-gaffar-khan-marg_758890827_0,Abdul Gaffar Khan Marg,758890827,primary,0.02,77.176578,28.507822
moolchand-underpass_759020452_0,Moolchand Underpass,759020452,primary,0.323,77.234477,28.565351
mehrauli-badarpur-road_759180596_0,Mehrauli Badarpur Road,759180596,primary,0.078,77.251674,28.511901
mathura-road_760129853_0,Mathura Road,760129853,primary,0.213,77.298073,28.511577
shivaji-marg_760136435_0,Shivaji Marg,760136435,primary,0.826,77.074221,28.628162
acharya-shri-tulsi-marg_760444564_0,Acharya Shri Tulsi Marg,760444564,trunk,1.125,77.149766,28.493954
acharya-shri-tulsi-marg_760444564_1,Acharya Shri Tulsi Marg,760444564,trunk,1.255,77.142299,28.490938
acharya-shri-tulsi-marg_760444564_2,Acharya Shri Tulsi Marg,760444564,trunk,1.078,77.131904,28.485318
acharya-shri-tulsi-marg_760444564_3,Acharya Shri Tulsi Marg,760444564,trunk,1.011,77.122791,28.478774
acharya-shri-tulsi-marg_760444564_4,Acharya Shri Tulsi Marg,760444564,trunk,0.343,77.11619,28.480985
unnamed_760459705_0,unnamed,760459705,primary,0.002,77.302371,28.496383
mathura-road_760459706_0,Mathura Road,760459706,primary,0.041,77.302468,28.496165
mahatma-gandhi-marg_760525680_0,Mahatma Gandhi Marg,760525680,primary,0.135,77.257385,28.571657
mathura-road_760525681_0,Mathura Road,760525681,trunk,0.095,77.258275,28.57231
mathura-road_760525682_0,Mathura Road,760525682,primary,0.127,77.302497,28.496008
outer-ring-road_761403374_0,Outer Ring Road,761403374,primary,0.153,77.252538,28.546852
outer-ring-road_761403376_0,Outer Ring Road,761403376,primary,0.034,77.257098,28.548716
unnamed_763514489_0,unnamed,763514489,primary,1.002,77.056752,28.754808
unnamed_763514489_1,unnamed,763514489,primary,1.151,77.052021,28.746122
unnamed_763514489_2,unnamed,763514489,primary,1.02,77.046855,28.736694
unnamed_763514489_3,unnamed,763514489,primary,0.307,77.044447,28.73226
mahatma-gandhi-marg_768080142_0,Mahatma Gandhi Marg,768080142,primary,0.362,77.257136,28.592917
bikaji-cama-place-flyover_768994502_0,Bikaji Cama Place Flyover,768994502,primary,0.089,77.186978,28.569899
delhi-dehradun-expressway_776652305_0,Delhi-Dehradun Expressway,776652305,motorway,0.184,77.268682,28.647942
unnamed_776892932_0,unnamed,776892932,primary,0.445,77.096355,28.688602
shaheed-captain-vikram-batra-flyover_776892933_0,Shaheed Captain Vikram Batra Flyover,776892933,trunk,0.238,77.157503,28.735741
wazirabad-flyover_776892934_0,Wazirabad Flyover,776892934,trunk,0.259,77.22754,28.70425
urban-extension-road-ii_777203118_0,Urban Extension Road-II,777203118,trunk,1.039,76.999202,28.63238
urban-extension-road-ii_777203118_1,Urban Extension Road-II,777203118,trunk,0.286,76.995025,28.638085
urban-extension-road-ii_777211329_0,Urban Extension Road-II,777211329,trunk,0.9,76.998029,28.619773
urban-extension-road-ii_777211331_0,Urban Extension Road-II,777211331,trunk,0.81,77.014242,28.678544
urban-extension-road-ii_777216013_0,Urban Extension Road-II,777216013,trunk,0.327,76.997389,28.64644
urban-extension-road-ii_777216014_0,Urban Extension Road-II,777216014,trunk,0.411,76.997972,28.647599
unnamed_788462808_0,unnamed,788462808,primary,0.089,76.89706,28.507775
unnamed_788474479_0,unnamed,788474479,primary,0.625,76.895441,28.51083
unnamed_788474480_0,unnamed,788474480,primary,0.09,76.897169,28.507836
delhi-meerut-expressway_812684509_0,Delhi - Meerut Expressway,812684509,trunk,0.088,77.256183,28.596113
nh24-bypass_812994644_0,NH24 Bypass,812994644,trunk,0.525,77.279329,28.609783
nh24-bypass_812994645_0,NH24 Bypass,812994645,trunk,0.322,77.280105,28.609749
gt-road_813416481_0,GT Road,813416481,primary,0.05,77.280506,28.672833
unnamed_817213150_0,unnamed,817213150,primary,0.055,77.162417,28.516125
gt-road_839654784_0,GT Road,839654784,primary,0.327,77.293814,28.676045
delhi-gurugram-expressway_842717609_0,Delhi-Gurugram Expressway,842717609,motorway,0.147,77.093367,28.514013
grand-trunk-road_843178841_0,Grand Trunk Road,843178841,trunk,0.061,77.124556,28.857499
grand-trunk-road_843178842_0,Grand Trunk Road,843178842,trunk,0.058,77.12478,28.857311
mathura-road_843178843_0,Mathura Road,843178843,trunk,1.035,77.304556,28.485457
mathura-road_843178843_1,Mathura Road,843178843,trunk,0.08,77.304083,28.489826
delhi-meerut-expressway_843210525_0,Delhi - Meerut Expressway,843210525,trunk,0.223,77.267264,28.60251
gt-road_848907334_0,GT Road,848907334,trunk,0.049,77.324703,28.676326
nh9_848907335_0,NH9,848907335,trunk,0.008,76.960414,28.688441
loni-road_849446950_0,Loni Road,849446950,trunk,0.486,77.291231,28.709682
barapullah-road-flyover_871032378_0,Barapullah Road Flyover,871032378,trunk,0.046,77.22164,28.578404
barapullah-road-flyover_871032380_0,Barapullah Road Flyover,871032380,trunk,0.086,77.221947,28.578682
barapullah-road-flyover_871032381_0,Barapullah Road Flyover,871032381,trunk,0.047,77.221506,28.578017
doctor-kailash-nath-katju-marg_879145484_0,Doctor Kailash Nath Katju Marg,879145484,primary,0.775,77.116158,28.733774
doctor-kailash-nath-katju-marg_879145485_0,Doctor Kailash Nath Katju Marg,879145485,primary,0.012,77.122791,28.729131
doctor-kailash-nath-katju-marg_879145487_0,Doctor Kailash Nath Katju Marg,879145487,primary,0.474,77.116372,28.733459
doctor-kailash-nath-katju-marg_879145488_0,Doctor Kailash Nath Katju Marg,879145488,primary,0.011,77.118484,28.731994
doctor-kailash-nath-katju-marg_879145491_0,Doctor Kailash Nath Katju Marg,879145491,primary,0.317,77.121587,28.729968
dnd-flyway_980796467_0,DND Flyway,980796467,motorway,1.046,77.278222,28.577666
dnd-flyway_980796467_1,DND Flyway,980796467,motorway,0.502,77.283733,28.575865
dnd-flyway_980796468_0,DND Flyway,980796468,motorway,1.028,77.281695,28.575827
dnd-flyway_980796468_1,DND Flyway,980796468,motorway,0.897,77.271692,28.58124
badarpur-railway-underpass_980985892_0,Badarpur Railway Underpass,980985892,primary,0.088,77.297292,28.498822
badarpur-railway-underpass_980985893_0,Badarpur Railway Underpass,980985893,primary,0.082,77.298525,28.4992
badarpur-railway-underpass_980985894_0,Badarpur Railway Underpass,980985894,primary,0.05,77.298522,28.499115
badarpur-railway-underpass_980985895_0,Badarpur Railway Underpass,980985895,primary,0.078,77.297755,28.498933
badarpur-railway-underpass_980985896_0,Badarpur Railway Underpass,980985896,primary,0.111,77.297124,28.49888
badarpur-railway-underpass_980985897_0,Badarpur Railway Underpass,980985897,primary,0.048,77.298936,28.499303
grand-trunk-road_981546998_0,Grand Trunk Road,981546998,trunk,0.361,77.125176,28.854011
grand-trunk-road_981546999_0,Grand Trunk Road,981546999,trunk,0.048,77.125503,28.85218
grand-trunk-road_981547000_0,Grand Trunk Road,981547000,trunk,0.047,77.125587,28.851754
nh344m_981547999_0,NH344M,981547999,trunk,0.2,77.098271,28.802184
nh344m_981548001_0,NH344M,981548001,trunk,0.201,77.096345,28.801553
nityanand-marg_982296043_0,Nityanand Marg,982296043,primary,0.04,77.227267,28.668734
nityanand-marg_982296045_0,Nityanand Marg,982296045,primary,0.036,77.22791,28.668985
nityanand-marg_982296046_0,Nityanand Marg,982296046,primary,0.021,77.228177,28.669235
nh24-bypass_982712812_0,NH24 Bypass,982712812,trunk,0.112,77.283963,28.614961
akshardham-flyover_982712813_0,Akshardham Flyover,982712813,trunk,0.053,77.281609,28.615614
delhi-dehradun-expressway_982712814_0,Delhi-Dehradun Expressway,982712814,motorway,0.202,77.27903,28.619715
delhi-dehradun-expressway_982712815_0,Delhi-Dehradun Expressway,982712815,motorway,0.203,77.278919,28.619656
nh24-bypass_982712834_0,NH24 Bypass,982712834,trunk,0.243,77.28355,28.613594
vikas-marg_983528874_0,Vikas Marg,983528874,primary,0.326,77.297562,28.643148
vikas-marg_983528875_0,Vikas Marg,983528875,primary,0.189,77.296022,28.641946
vikas-marg_983528876_0,Vikas Marg,983528876,primary,0.312,77.29707,28.642996
vikas-marg_983528877_0,Vikas Marg,983528877,primary,0.187,77.29597,28.642125
vikas-marg_984685372_0,Vikas Marg,984685372,primary,0.086,77.249832,28.628075
mahatma-gandhi-marg_985063952_0,Mahatma Gandhi Marg,985063952,primary,0.695,77.267443,28.578326
mahatma-gandhi-marg_985796729_0,Mahatma Gandhi Marg,985796729,primary,0.429,77.260583,28.585226
mahatma-gandhi-marg_985796730_0,Mahatma Gandhi Marg,985796730,primary,0.095,77.258885,28.589028
rohtak-road_1013996162_0,Rohtak Road,1013996162,primary,0.057,77.09491,28.679377
outer-ring-road_1013996163_0,Outer Ring Road,1013996163,trunk,0.027,77.094463,28.679676
rohtak-road_1013996164_0,Rohtak Road,1013996164,primary,0.059,77.095389,28.679541
wazirabad-flyover_1013996166_0,Wazirabad Flyover,1013996166,trunk,0.167,77.227789,28.70639
wazirabad-flyover_1013996167_0,Wazirabad Flyover,1013996167,trunk,0.209,77.226651,28.711624
wazirabad-road_1014000623_0,Wazirabad Road,1014000623,trunk,0.817,77.320092,28.698349
wazirabad-road_1014000624_0,Wazirabad Road,1014000624,trunk,0.861,77.320816,28.69837
abdul-gaffar-khan-marg_1022338691_0,Abdul Gaffar Khan Marg,1022338691,primary,1.001,77.130088,28.54109
abdul-gaffar-khan-marg_1022338691_1,Abdul Gaffar Khan Marg,1022338691,primary,0.346,77.127206,28.545523
abdul-gaffar-khan-marg_1022338692_0,Abdul Gaffar Khan Marg,1022338692,primary,1.003,77.137022,28.537975
abdul-gaffar-khan-marg_1022338692_1,Abdul Gaffar Khan Marg,1022338692,primary,0.611,77.143139,28.533384
ring-road_1035763360_0,Ring Road,1035763360,primary,0.143,77.137106,28.668577
outer-ring-road_1035988349_0,Outer Ring Road,1035988349,primary,0.318,77.098107,28.691865
new-rohtak-road_1035988350_0,New Rohtak Road,1035988350,primary,0.634,77.176891,28.663985
mathura-road_1039029101_0,Mathura Road,1039029101,trunk,0.494,77.268126,28.559372
modi-mill-flyover_1039029102_0,Modi Mill Flyover,1039029102,primary,0.145,77.270098,28.557254
unnamed_1039246097_0,unnamed,1039246097,trunk,0.019,77.083189,28.680857
rohtak-road_1040095493_0,Rohtak Road,1040095493,primary,0.938,77.096852,28.679139
unnamed_1040698195_0,unnamed,1040698195,primary,0.059,77.18216,28.732424
rohtak-road_1043340345_0,Rohtak Road,1043340345,primary,0.893,77.111633,28.67731
gt-road_1049476142_0,GT Road,1049476142,primary,0.089,77.287215,28.674291
swami-dayanand-marg_1049616327_0,Swami Dayanand Marg,1049616327,primary,0.72,77.293608,28.650265
swami-dayanand-marg_1049616328_0,Swami Dayanand Marg,1049616328,primary,0.731,77.293506,28.65022
karkari-mor-flyover_1050449339_0,Karkari Mor Flyover,1050449339,primary,0.029,77.295885,28.647307
gt-road_1055024656_0,GT Road,1055024656,primary,0.479,77.290538,28.675432
gt-road_1055024657_0,GT Road,1055024657,primary,0.02,77.292423,28.675895
unnamed_1056820212_0,unnamed,1056820212,trunk,0.276,77.146937,28.585742
palam-marg_1056847236_0,Palam Marg,1056847236,primary,0.14,77.175819,28.55581
palam-marg_1056847237_0,Palam Marg,1056847237,primary,0.11,77.176791,28.555157
delhi-gurugram-expressway_1057236580_0,Delhi-Gurugram Expressway,1057236580,motorway,0.296,77.134032,28.567173
doctor-kailash-nath-katju-marg_1058047510_0,Doctor Kailash Nath Katju Marg,1058047510,primary,0.947,77.12263,28.729119
nangloi-road_1060429945_0,Nangloi road,1060429945,primary,0.547,77.064477,28.678205
najafgarh-nangloi-road_1060429946_0,Najafgarh Nangloi Road,1060429946,primary,0.249,77.067308,28.68128
unnamed_1060429947_0,unnamed,1060429947,primary,0.242,77.06739,28.681522
mahatma-gandhi-marg_1060455282_0,Mahatma Gandhi Marg,1060455282,primary,0.092,77.129505,28.661872
arihant-marg_1064233715_0,Arihant Marg,1064233715,primary,0.028,77.182635,28.725311
arihant-marg_1064233716_0,Arihant Marg,1064233716,primary,0.033,77.182767,28.72529
shastri-park-flyover_1066010058_0,Shastri Park Flyover,1066010058,trunk,0.242,77.253342,28.673089
shastri-park-flyover_1066010059_0,Shastri Park Flyover,1066010059,trunk,0.273,77.253212,28.673026
shastri-park-flyover_1066010060_0,Shastri Park Flyover,1066010060,trunk,0.398,77.257121,28.672379
shastri-park-flyover_1066010061_0,Shastri Park Flyover,1066010061,trunk,0.396,77.258418,28.672258
grand-trunk-road_1067482153_0,Grand Trunk Road,1067482153,trunk,1.961,77.154313,28.738284
grand-trunk-road_1067482154_0,Grand Trunk Road,1067482154,trunk,0.03,77.149544,28.753023
grand-trunk-road_1067482155_0,Grand Trunk Road,1067482155,trunk,1.341,77.15052,28.750579
grand-trunk-road_1067482155_1,Grand Trunk Road,1067482155,trunk,0.296,77.154297,28.738956
grand-trunk-road_1067482156_0,Grand Trunk Road,1067482156,trunk,0.032,77.149793,28.752798
unnamed_1070110893_0,unnamed,1070110893,primary,0.598,77.130982,28.827423
unnamed_1070110894_0,unnamed,1070110894,primary,0.641,77.13506,28.813371
unnamed_1070110895_0,unnamed,1070110895,primary,0.034,77.133563,28.818829
urban-extension-road-ii_1070484075_0,Urban Extension Road-II,1070484075,trunk,0.65,77.107944,28.804497
urban-extension-road-ii_1070484076_0,Urban Extension Road-II,1070484076,trunk,0.034,77.11347,28.805663
urban-extension-road-ii_1070484077_0,Urban Extension Road-II,1070484077,trunk,0.035,77.113731,28.80586
urban-extension-road-ii_1070484078_0,Urban Extension Road-II,1070484078,trunk,0.644,77.107901,28.804611
ring-road_1070839796_0,Ring Road,1070839796,trunk,0.023,77.245204,28.659326
ring-road_1070839797_0,Ring Road,1070839797,trunk,0.127,77.244277,28.659079
outer-ring-road_1071866715_0,Outer Ring Road,1071866715,primary,0.432,77.137653,28.711348
grand-trunk-road_1072647990_0,Grand Trunk Road,1072647990,trunk,0.047,77.125876,28.851344
grand-trunk-road_1072647991_0,Grand Trunk Road,1072647991,trunk,0.379,77.125265,28.854642
abdul-gaffar-khan-marg_1074119686_0,Abdul Gaffar Khan Marg,1074119686,primary,0.41,77.163455,28.515081
aurobindo-marg_1074717975_0,Aurobindo Marg,1074717975,trunk,0.012,77.189161,28.527724
unnamed_1075085876_0,unnamed,1075085876,primary,0.062,77.280087,28.672781
unnamed_1075088436_0,unnamed,1075088436,primary,0.198,76.979035,28.612441
abdul-gaffar-khan-marg_1075678985_0,Abdul Gaffar Khan Marg,1075678985,primary,0.488,77.153532,28.526132
abdul-gaffar-khan-marg_1075678988_0,Abdul Gaffar Khan Marg,1075678988,primary,0.008,77.155377,28.524678
bawana-road_1075773904_0,Bawana road,1075773904,primary,1.014,77.098132,28.745835
bawana-road_1075773904_1,Bawana road,1075773904,primary,0.589,77.09153,28.747087
najafgarh-dhansa-road_1076797460_0,Najafgarh Dhansa Road,1076797460,primary,0.224,76.979285,28.612585
najafgarh-daurala-road_1077879108_0,Najafgarh Daurala Road,1077879108,primary,1.043,76.917019,28.533089
najafgarh-daurala-road_1077879108_1,Najafgarh Daurala Road,1077879108,primary,0.023,76.90961,28.535433
najafgarh-daurala-road_1077953381_0,Najafgarh Daurala Road,1077953381,primary,0.068,76.905334,28.528708
najafgarh-daurala-road_1077953382_0,Najafgarh Daurala Road,1077953382,primary,0.053,76.905192,28.528536
najafgarh-daurala-road_1077953383_0,Najafgarh Daurala Road,1077953383,primary,0.048,76.905839,28.529456
najafgarh-daurala-road_1077953384_0,Najafgarh Daurala Road,1077953384,primary,0.052,76.906213,28.530105
najafgarh-daurala-road_1077953385_0,Najafgarh Daurala Road,1077953385,primary,0.028,76.905696,28.529233
najafgarh-daurala-road_1077953386_0,Najafgarh Daurala Road,1077953386,primary,0.042,76.906158,28.53023
najafgarh-daurala-road_1077953387_0,Najafgarh Daurala Road,1077953387,primary,0.049,76.905049,28.52856
mathura-road_1078707437_0,Mathura Road,1078707437,trunk,0.585,77.288621,28.528853
mathura-road_1078707438_0,Mathura Road,1078707438,trunk,0.015,77.289705,28.527627
unnamed_1078952742_0,unnamed,1078952742,primary,1.079,77.017062,28.808276
unnamed_1078952742_1,unnamed,1078952742,primary,0.228,77.023474,28.806476
bawana-road_1078952743_0,Bawana Road,1078952743,primary,0.441,77.026818,28.805062
auchandi-border-road_1078952744_0,Auchandi Border Road,1078952744,primary,0.435,77.026163,28.805403
unnamed_1078952745_0,unnamed,1078952745,primary,1.02,77.019263,28.807654
unnamed_1078952745_1,unnamed,1078952745,primary,0.289,77.013655,28.809725
unnamed_1078971490_0,unnamed,1078971490,primary,0.375,76.99014,28.828321
unnamed_1078971491_0,unnamed,1078971491,primary,0.013,76.990769,28.82657
unnamed_1078971492_0,unnamed,1078971492,primary,0.945,77.008129,28.81344
unnamed_1078971493_0,unnamed,1078971493,primary,0.01,77.006209,28.816977
